"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"2:732","El Salvador",1327,54,"SAN MIGUEL",301202,214,"Urban","Medium City",1,1,"Regi�n 4 (Oriental)",2,1964,52,1,1,14,3,3,2,3,3,2,1,3,NA,4,1,0,0,0,0,0,0,NA,NA,8,2,NA,2,2,1,1,2,2,2,2,2,1,1,0,0,3,1,1,1,3,1,2,6,3,7,7,7,2,6,6,4,7,6,6,4,6,5,2,4,2,2,2,4,3,2,2,2,3,5,6,4,5,3,1,1,1,4,2,2,10,2,3,2,4,1,8,1,2,0,0,0,NA,0,NA,NA,0,1,2,1,1,2,3,1,4,4,2,NA,2,2,NA,2,NA,0,0,1,1,1,302,2,1,1,3,2,2,2,11,NA,NA,3,3,2,2,5,0,4,3,1,1,1,4,1,2,1,2,3,6,1,5,3,5,1,3,1,0,1,0,0,0,1,1,1,0,0,1,1,2,1,4,3,4,1,2016,"2016-11-22",1,1,1,2
"2:733","El Salvador",97,18,"LA LIBERTAD",300511,70,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1997,19,2,1,1,3,1,2,4,1,2,4,4,4,4,1,0,0,0,0,0,0,NA,NA,6,2,NA,1,2,1,2,1,2,2,2,2,5,2,0,1,3,2,2,2,2,4,3,5,1,1,3,2,1,4,3,2,2,2,1,1,4,2,3,2,2,3,5,4,2,NA,3,2,4,7,4,1,4,3,1,4,4,4,8,2,9,8,8,5,6,8,3,1,2,0,0,0,1,NA,NA,NA,NA,0,3,1,1,2,1,2,5,5,2,NA,NA,NA,NA,2,NA,1,0,1,2,2,NA,11,2,2,4,3,1,2,1,1,3,3,3,2,2,11,2,5,2,1,5,4,NA,1,2,2,2,1,4,1,0,2,1,1,2,1,0,1,0,0,1,0,1,1,1,0,1,1,4,1,4,3,4,2,2016,"2016-11-20",1,2,NA,NA
"2:734","El Salvador",61,14,"CHALATENANGO",300407,54,"Urban","Medium City",1,1,"Regi�n 2 (Central 1)",2,1998,18,1,2,19,3,1,2,3,4,4,4,4,NA,2,0,NA,NA,NA,NA,0,1,0,5,7,2,NA,2,1,2,NA,2,2,2,2,2,1,2,0,0,1,NA,2,3,1,2,4,5,7,7,6,7,6,5,6,7,7,5,6,7,4,5,4,2,2,2,3,2,2,2,2,3,5,6,5,6,5,3,2,2,3,2,6,5,6,6,5,6,5,5,5,1,1,0,0,0,NA,0,NA,NA,NA,0,2,2,1,2,2,1,1,2,2,NA,2,2,NA,2,NA,0,0,1,2,2,NA,11,2,4,2,2,1,2,4,NA,NA,2,3,2,2,9,NA,3,2,1,1,1,4,2,1,2,2,1,4,1,0,1,2,2,2,1,0,1,0,0,0,0,1,1,0,0,1,0,3,1,4,3,4,1,2016,"2016-11-09",1,1,NA,NA
"2:735","El Salvador",534,18,"LA LIBERTAD",300511,70,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1961,55,1,3,5,3,3,2,1,1,3,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,7,2,2,NA,2,2,NA,2,2,2,2,2,1,2,0,0,1,3,2,4,1,1,6,6,6,5,6,7,7,7,6,6,7,6,5,7,7,7,4,1,1,3,3,2,2,2,1,1,1,6,7,7,6,2,1,2,2,3,10,1,6,1,10,1,1,8,8,2,2,0,0,0,0,0,NA,0,0,0,2,5,4,5,5,5,5,5,2,NA,2,2,NA,1,3,0,0,1,1,1,301,1,1,1,1,3,1,2,2,1,2,3,3,2,2,12,1,5,2,1,1,3,NA,1,1,2,3,3,4,1,2,2,2,1,2,1,0,1,0,0,1,0,1,1,0,1,1,0,7,2,3,3,4,1,2016,"2016-11-01",2,1,2,1
"2:736","El Salvador",1209,4,"AHUACHAPAN",300110,13,"Urban","Small City",1,1,"Regi�n 1 (Occidental)",3,1986,30,2,1,5,2,2,2,2,1,3,3,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,6,2,NA,2,2,2,NA,2,1,2,1,1,1,1,0,0,1,3,2,4,1,3,5,6,6,5,5,7,6,7,5,7,7,5,6,6,5,4,5,2,3,3,2,3,2,2,3,1,4,6,4,3,2,3,2,3,3,3,2,3,9,7,5,7,6,6,2,1,2,0,0,0,NA,NA,NA,0,0,0,1,5,5,4,4,4,4,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,302,77,2,2,4,1,2,2,13,NA,NA,3,3,2,2,11,1,5,2,1,1,5,NA,2,2,2,2,3,5,3,3,2,5,1,1,1,0,0,0,0,0,0,NA,0,0,0,1,0,6,2,5,3,4,2,2016,"2016-11-18",2,2,NA,NA
"2:737","El Salvador",353,54,"SAN MIGUEL",301202,213,"Urban","Medium City",1,1,"Regi�n 4 (Oriental)",2,1998,18,1,1,57,3,2,2,3,1,4,4,4,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,5,1,NA,2,2,2,NA,2,2,2,2,2,5,2,0,0,1,3,3,3,1,2,5,6,5,5,5,7,6,5,5,5,7,4,4,5,3,5,6,2,1,3,2,3,2,2,2,2,4,6,6,7,6,2,2,3,2,2,6,4,3,5,8,5,7,7,3,2,2,0,0,0,0,NA,NA,NA,NA,0,2,3,3,4,4,4,4,5,2,NA,2,2,NA,2,NA,0,0,1,2,2,NA,12,2,2,2,3,1,2,1,NA,3,3,3,2,2,9,1,3,2,1,1,4,NA,1,2,1,2,1,3,0,0,2,1,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,4,1,4,3,4,1,2016,"2016-11-22",1,2,NA,NA
"2:738","El Salvador",65,35,"SAN SALVADOR",300617,138,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1972,44,1,2,1,3,3,2,4,4,4,4,4,NA,2,1,0,0,0,0,0,0,NA,NA,5,2,NA,2,2,2,NA,2,2,2,2,2,5,1,0,0,1,3,2,3,3,2,3,1,2,1,1,6,1,NA,1,1,1,1,1,1,2,1,1,3,4,4,4,5,4,4,4,3,4,7,7,1,7,4,1,4,4,4,10,6,6,10,10,10,10,1,1,2,2,1,0,1,NA,0,NA,NA,NA,0,1,5,5,5,5,5,3,5,2,NA,2,2,NA,2,NA,0,0,1,1,2,NA,11,2,1,1,4,1,1,6,2,3,3,3,2,2,15,1,3,5,1,4,1,4,1,2,2,2,4,2,0,1,2,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,4,1,4,3,4,1,2016,"2016-11-13",3,1,NA,NA
"2:739","El Salvador",933,33,"SAN SALVADOR",300614,129,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1940,76,1,1,4,3,2,2,3,1,4,2,1,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,1,1,1,NA,2,2,NA,2,1,2,1,2,3,2,0,0,1,3,3,3,1,1,6,4,5,3,2,6,2,6,7,4,2,4,7,6,5,4,5,2,1,3,2,3,2,2,2,2,5,6,4,3,6,2,1,3,3,3,9,7,9,9,6,4,5,3,1,1,1,0,0,0,NA,NA,NA,0,NA,0,2,2,2,4,2,4,4,5,2,NA,2,2,NA,2,NA,1,0,1,1,1,302,2,1,2,2,4,NA,2,4,2,2,2,2,2,2,6,NA,3,2,1,3,6,NA,1,2,3,3,4,1,0,4,4,5,1,2,1,0,1,0,0,0,0,1,1,0,0,1,0,6,1,4,3,4,1,2016,"2016-11-13",1,1,2,3
"2:740","El Salvador",1199,22,"SAN SALVADOR",300601,88,"Urban","Small City",1,1,"Regi�n 2 (Central 1)",3,1956,60,1,1,5,3,2,2,2,4,4,4,4,NA,1,1,0,0,0,0,0,0,NA,NA,10,2,1,NA,2,2,NA,2,2,2,2,1,3,2,0,0,1,3,3,3,NA,1,7,6,4,5,5,7,6,7,7,7,7,6,5,7,6,6,5,2,1,1,2,2,1,2,1,1,4,3,5,6,7,1,2,3,3,1,8,3,6,5,5,4,3,2,1,1,2,0,0,0,NA,0,NA,NA,NA,0,1,5,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,301,3,2,1,4,NA,2,2,4,NA,1,2,2,2,2,6,NA,NA,5,1,1,1,4,2,2,2,3,1,6,0,0,7,5,2,2,0,0,1,0,1,0,0,1,0,1,0,1,0,4,2,5,3,4,1,2016,"2016-11-04",2,2,NA,NA
"2:741","El Salvador",1267,8,"SANTA ANA",300210,29,"Urban","Large City",1,1,"Regi�n 1 (Occidental)",1,1985,31,2,1,27,3,3,2,4,4,2,4,4,2,4,0,NA,NA,NA,NA,0,0,NA,NA,5,2,NA,1,2,1,2,1,1,2,2,2,5,2,1,1,4,3,2,1,3,3,4,7,4,4,7,7,5,2,3,1,1,1,1,1,7,1,7,2,3,4,4,3,2,2,3,3,4,7,7,7,7,3,2,1,3,3,10,10,10,2,10,4,7,10,10,2,2,0,0,0,0,NA,NA,0,0,0,4,1,1,1,1,2,1,1,1,3,1,1,1,1,3,1,0,1,1,1,302,2,2,1,3,1,2,2,4,NA,1,3,3,2,2,6,2,4,5,2,5,5,NA,2,2,3,3,3,8,1,2,2,1,4,1,1,1,1,0,0,0,0,1,0,0,1,1,1,3,2,3,3,4,2,2016,"2016-11-17",2,3,NA,NA
"2:742","El Salvador",369,35,"SAN SALVADOR",300617,139,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1992,24,1,1,4,2,2,1,3,4,2,2,3,NA,1,1,1,1,1,1,1,1,1,2,1,2,NA,2,1,1,1,2,1,2,1,1,2,2,0,0,2,3,2,4,NA,4,2,2,3,1,2,7,3,2,1,3,1,1,5,2,2,3,1,4,2,4,3,4,2,3,3,2,5,7,1,1,7,4,1,4,4,3,9,9,7,NA,4,3,2,10,NA,2,NA,0,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,1,1,1,3,NA,2,NA,2,NA,0,0,1,1,1,302,2,2,1,1,1,2,2,13,2,4,3,3,2,2,17,8,5,5,3,4,3,NA,2,2,2,2,1,4,1,0,2,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,5,2,4,3,4,1,2016,"2016-11-19",1,1,NA,NA
"2:743","El Salvador",679,5,"SANTA ANA",300201,18,"Urban","Small City",1,1,"Regi�n 1 (Occidental)",2,1953,63,1,3,70,3,2,2,2,4,4,2,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,10,2,2,NA,2,2,NA,2,2,2,2,2,1,2,1,0,2,3,3,2,1,2,5,6,5,4,5,7,4,7,5,6,5,5,4,7,7,5,7,2,2,3,3,2,2,2,2,2,5,6,7,6,5,2,1,3,2,1,4,3,6,7,4,6,7,3,3,1,2,0,0,0,0,NA,NA,0,NA,0,3,2,3,3,4,3,4,4,2,NA,2,2,NA,2,NA,0,0,1,1,1,NA,1,2,4,4,3,2,2,NA,NA,2,3,3,2,2,6,0,5,5,1,4,1,4,1,2,4,2,2,3,0,4,2,5,1,2,1,1,0,0,1,1,0,1,1,0,0,1,1,3,2,5,3,4,1,2016,"2016-10-27",2,2,NA,NA
"2:744","El Salvador",918,31,"SAN SALVADOR",300614,121,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1980,36,1,1,5,2,2,2,3,3,3,4,4,NA,4,1,0,0,0,0,0,0,NA,NA,2,2,NA,2,2,2,NA,1,2,2,1,2,3,2,1,1,3,2,2,2,2,4,3,4,1,1,3,5,3,3,3,3,4,3,2,3,2,3,4,3,4,4,3,3,2,3,4,4,3,6,4,2,5,4,1,4,4,4,4,2,9,5,4,3,3,7,1,2,1,0,0,0,NA,0,NA,0,0,0,1,1,1,1,1,1,3,3,2,NA,2,1,3,1,2,1,0,1,1,1,377,4,2,1,4,3,1,2,13,NA,3,3,2,2,2,9,0,4,5,1,5,1,2,2,1,4,2,2,5,1,7,1,3,1,3,1,0,1,0,0,0,0,1,1,0,0,1,0,3,2,5,3,4,1,2016,"2016-11-13",1,2,NA,NA
"2:745","El Salvador",645,30,"SAN SALVADOR",300613,119,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",2,1951,65,2,1,5,3,2,2,4,4,4,3,4,4,3,1,0,0,0,0,0,1,0,1,NA,2,NA,1,2,2,NA,2,2,2,1,2,1,1,1,0,1,3,2,1,NA,2,1,6,3,3,5,7,5,7,6,7,7,1,1,1,7,5,6,2,2,3,4,2,3,NA,2,2,4,6,5,6,6,2,1,2,NA,4,8,9,10,4,7,3,8,8,NA,2,2,0,0,0,NA,NA,NA,0,NA,0,1,1,1,1,2,1,2,2,2,NA,1,2,NA,2,NA,0,0,1,1,1,NA,1,2,4,4,4,2,2,NA,NA,NA,3,3,2,2,9,NA,5,5,1,1,7,NA,2,1,3,2,3,6,1,2,7,5,1,2,1,1,1,1,0,0,0,1,0,1,0,1,0,6,2,3,3,4,2,2016,"2016-10-30",2,1,NA,NA
"2:746","El Salvador",444,63,"LA UNION",301416,249,"Urban","Medium City",1,1,"Regi�n 4 (Oriental)",2,1933,83,1,1,70,3,3,2,2,1,4,4,4,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,8,2,1,NA,2,2,NA,2,1,2,1,1,1,2,1,0,1,3,1,3,1,3,5,7,3,5,6,7,2,7,5,7,5,4,1,6,4,3,5,3,4,4,5,5,2,2,3,2,1,1,7,2,3,3,1,4,4,1,8,9,8,4,7,2,5,4,1,1,2,0,0,0,NA,NA,NA,NA,0,0,1,1,1,1,3,3,1,5,2,NA,1,2,NA,1,3,0,0,1,1,1,301,1,2,4,3,3,1,2,4,3,NA,3,3,2,2,4,2,3,2,1,3,7,NA,1,2,2,2,6,7,2,3,4,5,1,2,1,0,1,1,0,0,0,1,1,1,1,1,1,5,1,3,3,4,1,2016,"2016-11-24",1,3,NA,NA
"2:747","El Salvador",234,28,"SAN SALVADOR",300608,111,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1992,24,1,2,5,3,1,2,2,1,4,4,4,NA,3,1,0,0,0,1,0,0,NA,NA,5,2,NA,1,2,2,NA,2,2,2,2,2,5,1,0,0,2,2,1,2,2,3,3,6,4,5,6,7,5,7,5,4,6,3,5,5,6,4,6,2,3,3,3,2,2,3,3,3,3,6,6,5,5,2,1,3,3,3,6,8,5,7,8,6,5,4,2,2,2,0,0,0,0,0,NA,NA,NA,0,2,1,1,1,1,2,2,1,2,NA,1,2,NA,2,NA,1,0,1,2,2,NA,NA,2,3,3,1,1,2,13,3,3,2,NA,2,2,11,NA,3,1,1,1,1,1,2,1,1,1,2,2,0,0,1,1,1,2,1,0,1,0,0,1,0,1,1,1,1,1,0,2,2,3,3,4,1,2016,"2016-10-29",1,3,NA,NA
"2:748","El Salvador",852,20,"LA LIBERTAD",300515,77,"Urban","Medium City",1,1,"Regi�n 2 (Central 1)",2,1998,18,1,1,5,3,2,2,2,1,2,4,4,NA,4,0,NA,NA,NA,NA,1,0,NA,NA,1,2,NA,1,2,2,NA,2,2,2,2,1,2,1,0,0,3,3,3,4,1,3,7,6,7,5,7,7,7,7,6,5,7,5,6,NA,7,5,5,3,3,3,3,3,2,1,1,2,5,4,5,4,5,3,1,3,3,1,10,1,1,7,6,7,8,8,8,2,1,0,0,0,0,NA,NA,NA,NA,1,1,5,5,5,5,5,3,5,1,2,2,2,NA,2,NA,1,0,1,2,2,NA,12,2,4,4,NA,2,2,2,1,1,2,2,2,2,9,3,3,2,1,1,4,NA,1,1,1,1,1,4,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,3,2,4,3,4,1,2016,"2016-11-27",2,1,NA,NA
"2:749","El Salvador",763,52,"USULUTAN",301117,205,"Urban","Small City",1,1,"Regi�n 4 (Oriental)",3,1957,59,1,4,5,3,3,2,4,1,4,4,4,NA,3,1,0,0,0,1,1,1,1,2,9,2,2,NA,2,2,NA,1,1,2,2,1,3,2,1,0,4,3,3,3,2,3,3,7,2,3,2,7,4,6,5,2,1,3,2,4,5,3,5,3,4,4,5,3,2,3,3,3,5,3,6,2,6,3,2,4,3,3,7,9,2,5,7,9,8,1,1,1,2,0,0,0,NA,0,NA,NA,0,0,2,1,3,4,4,3,1,5,1,2,1,1,2,2,NA,1,0,1,1,1,301,1,1,1,1,3,1,2,4,NA,NA,2,2,2,2,0,0,5,1,1,5,1,4,1,1,4,2,2,7,4,13,2,5,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,3,2,4,3,4,1,2016,"2016-11-30",2,1,1,1
"2:750","El Salvador",1384,38,"SAN SALVADOR",300619,149,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1986,30,2,1,14,3,2,2,3,1,3,4,4,4,4,1,0,0,0,0,0,0,NA,NA,5,2,NA,1,1,1,1,1,2,2,2,2,3,2,1,1,4,1,1,1,3,4,5,5,2,2,1,7,1,5,1,1,1,1,1,1,4,1,1,3,4,4,4,4,2,2,3,3,4,7,5,7,2,3,2,3,3,4,5,3,10,10,4,5,3,4,1,1,1,1,0,0,NA,0,NA,NA,0,0,3,1,1,1,1,1,1,1,1,3,1,2,NA,1,3,1,1,1,1,1,0,10,2,3,4,1,2,2,4,2,1,3,3,2,2,6,1,NA,1,1,5,1,4,2,1,4,1,2,5,2,3,2,1,4,1,1,0,1,1,1,0,1,1,1,0,1,1,0,4,2,4,3,4,2,2016,"2016-11-06",1,1,NA,NA
"2:751","El Salvador",850,40,"CUSCATLAN",300702,158,"Urban","Medium City",1,1,"Regi�n 2 (Central 1)",2,1974,42,2,1,1,3,3,2,3,2,2,4,4,2,3,0,NA,NA,NA,NA,0,0,NA,NA,9,2,NA,1,1,2,NA,1,1,1,1,1,3,1,1,0,3,3,3,2,1,1,7,6,5,6,5,7,7,7,6,7,5,5,1,4,6,5,5,3,4,4,5,3,3,1,3,3,5,6,6,4,3,1,2,4,4,3,2,9,7,8,8,9,9,2,1,1,2,0,0,0,0,0,NA,NA,0,0,3,1,1,1,1,1,1,3,1,2,1,1,3,1,2,1,1,1,1,1,302,1,2,1,1,4,1,2,4,3,1,2,2,2,2,7,0,1,2,1,1,1,2,2,2,3,3,1,7,2,2,1,5,2,1,1,0,0,1,0,0,0,1,0,1,1,1,1,3,2,5,3,4,2,2016,"2016-11-07",1,2,NA,NA
"2:752","El Salvador",1081,45,"LA PAZ",300810,177,"Urban","Small City",1,1,"Regi�n 3 (Central 2)",3,1962,54,1,2,1,3,2,2,4,1,4,4,4,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,6,2,1,NA,1,1,4,2,1,2,1,1,2,2,1,0,1,3,3,3,1,2,1,6,5,5,5,7,5,5,5,7,7,5,5,5,5,5,7,2,3,2,3,3,2,2,3,2,1,5,7,5,5,2,1,3,4,2,5,5,1,5,5,5,5,1,1,2,2,0,0,0,NA,0,NA,0,0,0,1,1,1,1,1,1,1,1,2,NA,1,2,NA,2,NA,1,0,1,1,1,302,2,2,1,3,1,2,2,10,1,2,2,2,2,2,2,NA,5,2,1,5,1,4,2,1,3,3,2,3,0,4,4,2,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,5,2,4,3,4,1,2016,"2016-11-11",2,1,NA,NA
"2:753","El Salvador",788,25,"SAN SALVADOR",300604,98,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",2,1997,19,1,2,5,2,2,2,2,2,4,1,4,NA,2,1,0,0,0,0,0,0,NA,NA,5,2,NA,1,2,1,3,2,2,2,2,2,3,2,0,0,2,2,2,1,NA,4,3,5,4,NA,NA,7,4,4,2,3,3,2,3,4,4,4,NA,NA,2,2,4,4,2,NA,NA,4,3,5,6,2,5,3,NA,3,3,3,5,5,5,5,7,8,7,NA,5,1,NA,0,0,0,0,0,NA,NA,NA,0,2,1,NA,NA,1,3,1,1,2,NA,2,2,NA,1,NA,1,0,1,2,2,NA,11,2,NA,4,4,NA,2,2,NA,NA,3,3,2,2,12,NA,3,5,3,1,1,4,2,1,2,2,1,4,0,0,2,1,2,NA,1,0,1,0,1,1,1,1,1,0,1,1,0,5,2,5,3,4,1,2016,"2016-11-04",NA,1,NA,NA
"2:754","El Salvador",1176,26,"SAN SALVADOR",300607,103,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1975,41,1,4,3,3,3,2,3,4,4,4,4,NA,3,1,0,0,0,0,0,0,NA,NA,10,2,NA,2,2,2,NA,2,2,2,2,2,1,2,1,0,3,3,3,3,1,4,3,1,2,1,4,7,1,3,1,4,7,3,1,3,6,2,1,3,4,4,5,4,2,2,4,5,1,3,7,1,1,4,1,4,3,3,10,1,3,6,8,5,1,10,1,2,2,0,0,0,NA,NA,NA,0,NA,0,1,1,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,1,0,1,1,1,301,1,1,2,3,3,2,2,4,NA,3,3,2,2,2,12,2,5,5,1,5,3,NA,2,1,2,3,1,5,0,1,2,5,1,2,1,1,1,0,0,0,0,1,1,1,1,1,0,4,1,4,3,4,1,2016,"2016-10-30",2,1,1,3
"2:755","El Salvador",1169,22,"SAN SALVADOR",300601,86,"Urban","Small City",1,1,"Regi�n 2 (Central 1)",3,1996,20,2,2,1,2,2,2,3,4,3,4,4,4,3,1,0,0,0,1,0,1,0,2,5,2,NA,2,2,2,NA,2,1,2,1,2,5,2,0,0,2,2,3,3,2,4,3,5,4,4,4,5,5,6,5,4,4,3,5,5,4,4,6,2,3,3,3,3,3,3,2,2,3,7,4,2,6,2,2,2,3,3,6,6,6,6,7,6,6,4,4,2,2,0,0,0,NA,NA,NA,0,NA,0,2,2,3,4,4,2,4,3,2,NA,2,2,NA,2,NA,1,0,1,2,2,NA,11,2,2,4,2,2,2,4,NA,3,3,2,2,2,11,2,2,5,1,4,3,NA,1,2,2,2,1,4,1,1,2,2,5,1,1,0,1,0,0,0,0,1,0,1,0,1,0,3,2,3,3,4,2,2016,"2016-11-04",1,1,NA,NA
"2:756","El Salvador",1340,37,"SAN SALVADOR",300618,147,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1993,23,1,1,5,3,1,2,2,2,4,4,4,NA,3,1,0,0,0,0,0,0,NA,NA,8,2,NA,1,2,1,1,2,2,2,1,1,1,1,1,0,3,3,2,1,3,2,4,6,4,4,4,7,5,6,5,5,6,3,3,5,4,6,5,1,2,3,3,3,3,2,3,1,5,5,4,3,4,3,2,2,3,3,6,1,7,7,7,1,5,9,1,1,1,0,0,0,0,0,NA,0,NA,0,3,2,1,2,2,3,5,3,2,NA,NA,2,NA,1,3,1,0,1,1,1,301,1,2,1,3,3,1,2,4,NA,2,2,3,2,2,12,3,4,4,1,1,1,2,2,1,2,1,3,3,0,0,2,1,2,2,1,0,1,0,1,0,0,1,1,0,0,1,1,3,2,3,3,4,1,2016,"2016-11-07",1,1,NA,NA
"2:757","El Salvador",727,5,"SANTA ANA",300201,17,"Urban","Small City",1,1,"Regi�n 1 (Occidental)",2,1984,32,2,1,5,3,3,2,4,1,3,3,4,4,3,1,1,1,1,0,0,0,NA,NA,1,2,NA,1,2,1,3,2,2,2,2,2,5,1,1,1,4,3,3,3,2,1,5,6,4,6,7,7,5,7,6,3,3,5,6,4,6,5,6,3,2,3,2,3,2,2,3,2,6,7,6,7,5,2,1,2,3,3,10,5,10,6,7,6,7,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5,1,3,1,3,3,2,1,3,2,2,NA,2,NA,1,0,1,1,1,302,2,2,1,3,2,1,2,10,NA,2,3,2,2,2,7,0,3,1,1,2,1,2,2,1,4,3,3,6,3,5,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,4,3,4,2,2016,"2016-10-27",1,1,NA,NA
"2:758","El Salvador",131,5,"SANTA ANA",300201,17,"Urban","Small City",1,1,"Regi�n 1 (Occidental)",2,1988,28,1,1,5,2,2,1,2,3,4,2,2,NA,1,1,1,1,1,1,0,1,0,5,5,2,NA,2,2,2,NA,2,1,1,1,2,5,2,0,0,2,3,3,2,1,3,5,6,6,5,4,7,6,5,4,5,1,3,5,6,6,5,4,2,2,2,2,3,3,2,3,5,4,5,4,5,3,2,2,3,4,2,6,4,2,1,10,2,6,1,1,2,2,0,0,0,NA,0,NA,NA,NA,0,2,5,2,5,3,5,5,2,2,NA,2,2,NA,2,NA,1,0,1,1,1,NA,NA,2,2,3,3,1,2,4,NA,2,2,3,2,2,12,0,3,1,1,3,1,4,2,2,3,2,1,3,0,0,NA,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,5,3,4,1,2016,"2016-10-27",1,2,NA,NA
"2:759","El Salvador",1007,40,"CUSCATLAN",300702,158,"Urban","Medium City",1,1,"Regi�n 2 (Central 1)",2,1943,73,1,2,1,3,3,2,2,1,4,4,4,NA,3,0,NA,NA,NA,NA,0,1,0,4,NA,2,NA,1,1,2,NA,NA,1,2,1,2,1,2,0,0,1,3,3,3,NA,1,5,6,7,1,NA,7,NA,NA,5,3,NA,NA,2,5,6,NA,4,2,3,4,2,4,2,2,2,1,1,1,7,7,1,3,1,3,4,4,2,3,4,10,5,1,10,1,2,2,2,0,0,0,NA,NA,NA,NA,NA,0,1,1,1,5,4,3,4,4,2,NA,2,2,NA,2,NA,0,0,1,2,2,NA,11,2,NA,4,1,2,2,4,4,3,2,2,2,2,6,0,3,1,1,12,1,4,2,2,4,3,5,3,1,10,NA,5,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,3,2,5,3,4,1,2016,"2016-11-29",3,1,NA,NA
"2:760","El Salvador",667,21,"LA LIBERTAD",300521,81,"Urban","Small City",1,1,"Regi�n 2 (Central 1)",3,1945,71,1,1,3,3,1,2,3,1,4,4,4,NA,1,0,NA,NA,NA,NA,0,1,0,3,2,2,2,NA,2,2,NA,2,2,2,2,2,2,2,0,0,1,3,3,4,1,1,3,4,3,3,2,4,3,4,5,3,1,3,5,3,4,7,4,1,1,1,1,1,1,1,1,2,1,2,3,2,2,1,2,4,4,4,8,1,3,3,2,3,2,1,1,2,2,0,0,0,0,NA,NA,0,NA,0,4,5,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,301,1,2,1,4,2,2,2,2,4,1,3,3,2,2,6,0,3,1,1,5,6,NA,2,2,3,2,2,4,0,4,2,5,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,3,2,5,3,4,1,2016,"2016-10-31",2,1,NA,NA
