"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"2:761","El Salvador",838,16,"LA LIBERTAD",300503,61,"Urban","Large City",1,1,"Regi�n 2 (Central 1)",1,1953,63,2,4,57,2,2,2,3,1,4,4,4,4,3,1,1,0,0,0,0,0,NA,NA,1,2,2,NA,1,2,NA,2,2,2,1,1,3,2,1,0,3,3,3,3,NA,2,4,5,5,7,7,7,6,7,5,7,7,6,7,3,2,6,6,2,1,3,2,4,3,NA,NA,1,7,7,7,6,7,2,2,3,4,4,1,1,10,1,1,1,1,1,1,2,2,0,0,0,NA,NA,NA,NA,NA,0,3,1,1,1,1,3,5,5,2,NA,NA,2,NA,2,NA,1,0,1,1,1,302,2,1,1,4,2,1,2,11,NA,NA,2,2,2,2,3,0,5,2,1,1,5,NA,1,2,2,2,6,5,1,3,2,5,1,2,1,1,1,1,0,0,0,1,1,1,1,1,0,5,2,3,3,4,2,2016,"2016-10-31",1,1,1,1
"2:762","El Salvador",221,9,"SANTA ANA",300210,33,"Urban","Large City",1,1,"Regi�n 1 (Occidental)",1,1954,62,2,2,70,3,3,2,4,1,4,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,5,2,NA,2,2,1,2,2,2,2,2,2,5,2,1,0,4,NA,3,3,2,2,2,5,5,6,4,7,4,3,1,3,1,2,7,1,2,6,2,2,1,3,2,3,2,NA,2,4,4,3,7,1,4,2,1,3,4,4,3,2,7,8,6,4,3,2,1,1,2,0,0,0,NA,0,0,0,NA,1,3,2,3,3,5,5,5,5,2,NA,2,2,NA,2,NA,1,0,1,1,1,302,2,1,2,3,2,1,2,2,1,1,2,2,2,2,0,NA,5,1,1,5,5,NA,2,1,4,3,5,1,0,3,3,5,4,3,1,0,1,0,0,0,0,1,1,0,0,1,0,5,2,3,3,4,2,2016,"2016-10-28",1,1,2,1
"2:763","El Salvador",157,2,"AHUACHAPAN",300105,6,"Urban","Small City",1,1,"Regi�n 1 (Occidental)",3,1993,23,2,1,5,3,2,2,3,4,4,4,4,4,2,1,0,0,0,0,0,0,NA,NA,5,2,NA,NA,2,2,NA,1,1,2,2,2,2,2,1,0,3,3,3,3,NA,4,3,7,5,5,7,7,4,5,5,5,5,5,2,5,NA,2,4,2,4,2,3,4,2,2,3,4,7,7,7,1,2,NA,2,4,4,3,8,8,1,NA,5,4,6,NA,2,NA,2,0,0,0,NA,NA,NA,0,NA,0,1,3,3,NA,4,5,2,5,1,3,NA,2,NA,1,3,1,0,1,1,NA,NA,11,2,2,2,3,2,2,NA,NA,2,3,3,2,2,11,1,3,5,2,4,3,NA,2,2,2,2,3,6,1,1,NA,2,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,5,1,4,3,4,2,2016,"2016-10-26",2,1,NA,NA
"2:764","El Salvador",616,17,"LA LIBERTAD",300511,67,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1965,51,2,3,27,3,3,2,2,1,4,4,4,4,2,1,0,0,0,0,0,1,0,6,9,2,NA,1,2,2,NA,2,2,1,2,2,3,1,0,1,3,2,2,2,3,4,3,4,4,2,4,7,4,6,4,4,6,3,1,5,5,4,2,3,4,4,5,3,3,3,4,3,1,4,4,1,6,2,1,4,2,2,8,8,8,8,8,8,8,5,2,1,2,0,0,0,NA,0,NA,NA,NA,0,1,3,2,2,3,1,3,4,1,2,1,2,NA,2,NA,1,0,1,1,1,301,1,2,2,2,3,1,2,4,2,2,2,3,2,2,12,1,5,2,1,1,1,4,2,2,2,3,2,5,0,3,5,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,3,1,4,3,4,2,2016,"2016-11-05",2,1,NA,NA
"2:765","El Salvador",1331,44,"LA PAZ",300821,174,"Urban","Medium City",1,1,"Regi�n 3 (Central 2)",2,1987,29,2,2,3,3,3,2,3,1,2,4,4,4,4,1,0,0,0,0,0,0,NA,NA,4,2,NA,2,2,1,2,2,2,2,2,2,5,1,1,1,3,3,3,2,1,2,4,5,7,7,7,7,5,7,5,7,3,5,1,5,7,6,6,4,4,4,3,4,2,2,3,4,7,7,5,7,5,4,2,4,4,4,10,7,10,5,7,5,6,1,1,1,1,0,0,0,NA,0,NA,NA,0,1,4,1,1,1,5,4,5,1,1,3,2,2,NA,2,NA,1,1,1,1,1,301,11,2,1,2,4,2,2,13,NA,NA,3,3,2,2,5,4,4,1,1,5,1,4,2,2,2,2,6,3,2,2,7,4,4,1,1,0,1,0,0,0,1,1,1,0,0,1,1,4,1,4,3,4,2,2016,"2016-11-18",1,1,NA,NA
"2:766","El Salvador",159,15,"CHALATENANGO",300408,57,"Urban","Small City",1,1,"Regi�n 2 (Central 1)",3,1965,51,2,2,5,3,3,2,3,2,4,2,4,4,3,1,0,0,0,0,0,1,0,4,3,2,NA,2,2,2,NA,2,2,2,2,1,2,2,1,0,3,3,2,3,2,4,4,5,4,3,2,7,4,5,3,3,2,2,4,5,3,4,3,3,4,3,3,4,2,3,3,4,4,3,3,2,2,3,1,2,4,3,6,2,8,7,4,3,3,6,8,1,2,0,0,0,NA,NA,NA,0,NA,0,3,1,1,1,1,1,1,1,2,NA,2,2,NA,1,3,1,0,1,1,1,NA,11,2,4,4,2,2,2,1,3,NA,2,2,2,2,0,0,5,5,1,5,5,NA,2,2,3,3,2,2,0,4,1,5,1,2,1,0,1,0,1,0,0,1,1,0,0,1,1,2,2,3,3,4,2,2016,"2016-11-09",3,1,NA,NA
"2:767","El Salvador",799,46,"CABA�AS",300903,181,"Urban","Medium City",1,1,"Regi�n 3 (Central 2)",2,1973,43,2,4,57,3,3,2,3,1,4,4,4,4,4,NA,NA,NA,NA,NA,1,0,NA,NA,10,2,NA,2,2,2,NA,2,2,2,1,2,1,2,NA,0,4,1,1,1,NA,4,6,7,6,7,NA,7,5,6,5,4,7,5,6,4,5,6,NA,4,2,1,5,4,3,4,4,5,3,5,6,5,3,3,1,3,2,3,9,8,10,8,9,5,7,6,10,1,NA,0,0,0,NA,0,NA,NA,NA,1,3,3,5,4,5,4,1,5,1,3,2,2,NA,1,2,1,0,1,1,1,NA,NA,2,1,2,4,2,2,4,4,1,NA,NA,2,2,9,0,2,2,1,1,1,4,2,2,NA,3,1,2,0,0,NA,5,4,2,1,0,1,0,0,0,0,1,1,0,0,1,1,3,1,4,3,4,2,2016,"2016-11-14",1,2,NA,NA
"2:768","El Salvador",118,11,"SONSONATE",300302,43,"Urban","Medium City",1,1,"Regi�n 1 (Occidental)",2,1968,48,1,1,4,3,2,2,3,2,2,2,4,NA,1,1,0,1,1,0,1,1,1,5,5,2,NA,2,2,2,NA,1,1,1,1,1,1,2,0,0,1,3,3,4,1,4,2,5,6,5,6,7,5,5,6,6,7,1,4,6,5,5,5,2,2,2,3,2,2,2,2,2,4,4,5,3,4,2,2,1,1,1,3,3,2,4,5,4,5,4,4,2,2,0,0,0,0,0,NA,NA,NA,0,3,5,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,0,1,1,1,1,302,2,2,1,4,4,1,2,4,NA,NA,2,2,2,2,7,0,3,3,1,1,1,2,2,2,2,2,1,8,4,3,1,4,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3,1,4,3,4,1,2016,"2016-11-11",1,1,NA,NA
"2:769","El Salvador",1463,25,"SAN SALVADOR",300604,100,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",2,1975,41,2,1,3,3,1,2,2,4,2,4,4,3,1,1,0,0,0,1,0,0,NA,NA,10,2,1,NA,2,2,NA,2,1,2,2,2,4,2,1,0,1,3,3,2,2,4,1,5,2,4,5,7,3,6,5,5,2,1,4,6,5,5,5,3,3,4,4,2,2,2,3,3,7,6,5,2,3,3,1,3,4,3,2,2,6,2,2,3,2,1,1,2,1,0,0,0,NA,0,NA,0,0,1,2,1,2,5,4,1,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,2,NA,2,2,1,4,3,2,2,4,4,NA,3,1,2,2,10,2,3,4,1,5,1,4,2,2,1,1,3,5,1,3,2,4,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,6,2,3,3,4,2,2016,"2016-11-04",1,1,NA,NA
"2:770","El Salvador",722,23,"SAN SALVADOR",300602,91,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1956,60,2,2,1,2,3,2,3,1,2,4,4,4,2,NA,NA,NA,NA,NA,NA,1,0,4,NA,2,NA,2,NA,2,NA,2,1,2,2,2,1,2,0,0,3,NA,2,2,1,1,7,7,5,7,6,7,7,6,4,7,7,7,5,4,5,7,5,2,2,3,2,3,2,1,2,3,4,4,6,7,6,2,2,2,2,2,5,1,5,6,7,10,6,5,6,2,2,0,0,0,NA,0,NA,0,NA,0,2,5,2,2,2,2,3,3,2,NA,2,2,NA,2,NA,1,0,1,1,1,NA,NA,2,1,2,NA,2,2,4,NA,NA,2,2,2,2,6,1,5,2,1,1,1,4,2,2,3,3,2,2,0,6,7,5,2,2,1,0,0,1,0,1,0,1,1,0,0,1,1,5,2,4,3,4,2,2016,"2016-11-03",1,1,NA,NA
"2:771","El Salvador",1184,13,"SONSONATE",300315,50,"Urban","Medium City",1,1,"Regi�n 1 (Occidental)",2,1985,31,1,2,5,2,2,2,4,4,4,4,4,NA,1,1,0,1,1,0,0,0,NA,NA,5,2,2,NA,2,2,NA,2,2,2,2,2,2,2,1,0,2,3,3,3,2,2,1,7,3,2,1,7,4,1,2,NA,1,1,1,2,4,2,2,3,4,4,3,4,2,2,2,2,2,7,3,2,2,2,2,4,4,4,5,2,9,10,5,4,2,5,2,2,1,0,0,0,NA,0,NA,0,0,0,3,3,1,5,3,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,302,2,2,1,3,1,2,2,2,2,2,3,2,2,2,9,1,5,5,1,3,1,2,2,2,3,2,3,4,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,1,0,4,1,4,3,4,1,2016,"2016-11-17",3,1,NA,NA
"2:772","El Salvador",1375,30,"SAN SALVADOR",300613,120,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",2,1989,27,2,1,5,2,2,2,2,2,3,4,4,4,1,1,0,0,1,0,1,0,NA,NA,5,2,1,NA,2,2,NA,2,2,2,2,2,3,2,0,0,2,2,2,2,1,3,3,5,4,6,5,7,4,4,3,3,7,2,2,6,4,5,6,1,2,2,4,4,2,2,3,2,4,6,4,1,4,2,2,4,4,3,5,2,2,5,3,4,3,2,2,2,2,0,0,0,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,2,NA,2,2,NA,1,3,0,0,1,1,1,NA,NA,2,2,4,4,2,2,NA,NA,NA,3,3,2,2,12,4,3,1,1,1,5,NA,1,2,2,2,1,4,2,2,2,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,3,1,4,3,4,2,2016,"2016-10-30",2,1,NA,NA
"2:773","El Salvador",1047,44,"LA PAZ",300821,174,"Urban","Medium City",1,1,"Regi�n 3 (Central 2)",2,1988,28,1,1,57,3,3,2,3,1,3,4,4,NA,3,1,0,0,0,0,0,0,NA,NA,3,2,2,NA,2,2,NA,1,1,2,1,2,5,1,1,0,1,3,3,4,2,4,1,7,1,3,1,7,3,5,1,5,1,1,3,6,1,3,4,2,4,4,5,5,2,2,4,5,7,7,3,5,7,3,1,3,4,2,10,1,10,5,10,8,10,10,1,2,2,0,0,0,0,NA,NA,0,0,1,1,1,1,5,5,5,3,5,1,3,2,1,2,2,NA,1,0,1,1,1,302,2,2,1,2,3,2,2,6,2,2,3,2,2,2,12,2,5,2,1,3,4,NA,2,1,2,2,2,6,2,2,1,1,1,4,1,1,1,0,0,0,0,1,1,1,1,0,NA,3,1,3,3,4,1,2016,"2016-11-18",2,1,NA,NA
"2:774","El Salvador",315,50,"SAN VICENTE",301010,197,"Urban","Medium City",1,1,"Regi�n 3 (Central 2)",2,1973,43,2,2,57,3,2,2,4,2,4,4,4,4,1,1,0,0,0,0,0,0,NA,NA,5,2,NA,1,2,2,NA,2,1,1,1,1,1,1,0,0,1,3,3,2,1,1,7,7,6,7,5,7,5,7,5,7,7,4,5,5,4,4,4,3,4,NA,2,4,2,2,2,5,7,7,6,1,7,2,1,4,4,4,7,1,1,10,9,6,4,1,1,2,2,0,0,0,NA,NA,NA,NA,NA,0,1,1,1,5,5,5,2,1,2,NA,2,2,NA,2,NA,1,0,1,1,1,302,2,2,1,4,2,1,2,13,NA,NA,3,3,2,2,10,0,5,1,1,1,5,NA,2,1,4,3,2,3,0,1,5,5,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,4,2,4,3,4,2,2016,"2016-11-29",1,3,NA,NA
"2:775","El Salvador",189,17,"LA LIBERTAD",300511,68,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1993,23,1,1,5,3,2,2,1,1,2,1,2,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,8,2,NA,2,1,1,2,2,2,2,2,2,3,1,0,0,2,2,2,3,2,2,4,5,4,4,5,7,4,4,4,4,6,4,2,5,4,4,4,2,2,2,4,3,2,2,2,3,4,5,4,3,5,2,1,2,2,2,5,4,7,8,7,6,7,7,5,1,2,0,0,0,0,NA,NA,0,NA,0,2,3,1,3,2,3,3,3,1,2,2,2,NA,2,NA,1,0,1,1,1,301,1,1,1,2,3,1,2,2,2,2,2,3,2,2,11,2,4,2,1,1,4,NA,2,2,3,2,1,4,0,0,2,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,3,3,4,1,2016,"2016-11-01",2,2,2,2
"2:776","El Salvador",721,56,"SAN MIGUEL",301217,221,"Urban","Large City",1,1,"Regi�n 4 (Oriental)",1,1972,44,2,3,14,3,3,2,3,4,4,4,NA,4,4,1,0,0,0,0,0,0,NA,NA,5,2,NA,2,2,1,7,1,2,2,2,2,3,2,1,1,4,2,2,1,1,3,1,7,4,1,NA,5,4,7,5,7,7,1,1,1,7,5,5,3,3,3,3,3,2,2,3,4,1,1,4,7,4,2,2,4,4,4,1,1,1,7,7,1,10,1,1,2,1,0,0,0,NA,NA,0,0,NA,0,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,0,1,1,1,NA,11,2,2,4,2,1,2,NA,NA,3,2,2,2,2,9,NA,5,1,1,5,5,NA,2,2,4,1,3,5,2,3,2,5,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,3,4,2,2016,"2016-11-25",2,1,NA,NA
"2:777","El Salvador",1426,28,"SAN SALVADOR",300608,112,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1965,51,1,4,1,3,2,2,4,3,4,3,4,NA,1,1,1,0,0,0,0,0,NA,NA,5,2,1,NA,2,2,NA,2,2,2,2,2,3,2,0,0,2,3,2,4,2,3,3,4,2,4,7,6,4,7,2,2,5,1,4,5,2,2,4,2,3,3,3,4,4,3,NA,3,4,5,5,5,6,3,1,4,4,3,2,1,3,6,3,2,2,1,1,2,1,0,0,0,NA,1,0,NA,NA,0,1,5,5,3,5,3,3,5,2,NA,2,1,3,2,NA,0,0,1,1,1,302,2,2,3,1,3,2,2,2,1,1,2,3,2,2,17,4,4,4,1,1,1,4,1,1,3,2,2,6,0,2,1,1,4,2,1,1,1,3,1,1,0,1,1,1,1,1,1,2,1,4,3,4,1,2016,"2016-10-29",2,2,NA,NA
"2:778","El Salvador",366,37,"SAN SALVADOR",300618,146,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1975,41,2,3,14,2,1,2,3,3,3,4,4,4,4,1,0,0,0,0,1,0,NA,NA,6,1,2,NA,2,1,4,1,2,2,1,1,3,1,1,1,3,3,3,2,1,4,2,4,4,6,7,7,6,5,2,6,6,3,5,2,3,5,4,2,1,3,3,4,3,3,2,2,6,7,5,4,6,3,1,2,2,2,7,2,9,6,9,6,4,9,8,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,3,1,1,3,1,1,2,1,3,1,0,1,2,2,NA,11,1,1,2,2,1,2,1,1,2,3,3,2,2,12,1,5,1,1,1,1,1,2,1,2,1,5,6,3,4,1,2,1,2,1,1,1,0,1,1,0,1,1,0,0,1,1,3,2,3,3,4,2,2016,"2016-11-07",3,1,1,2
"2:779","El Salvador",1411,19,"LA LIBERTAD",300512,73,"Urban","Medium City",1,1,"Regi�n 2 (Central 1)",2,1992,24,2,1,5,3,1,2,3,4,4,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,9,2,NA,2,2,2,NA,2,2,2,2,2,2,1,1,0,2,1,1,1,1,2,3,3,7,3,7,7,3,4,2,3,2,1,1,2,6,4,1,2,3,3,3,3,2,3,3,1,2,4,3,5,5,3,1,2,4,4,3,3,7,5,5,4,4,9,10,1,1,0,0,0,NA,NA,NA,0,NA,0,1,1,1,1,1,1,1,1,2,NA,2,1,1,2,NA,0,0,1,2,2,NA,11,2,3,4,1,2,2,2,NA,2,3,3,2,2,9,2,3,4,1,3,5,NA,1,2,1,1,3,5,3,1,NA,5,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,3,1,3,3,4,2,2016,"2016-11-03",1,1,NA,NA
"2:780","El Salvador",796,31,"SAN SALVADOR",300614,121,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1987,29,2,1,5,3,2,2,3,4,4,4,4,4,4,1,0,0,0,0,1,1,0,1,NA,2,2,NA,2,2,NA,2,2,2,2,2,5,2,0,0,2,3,2,4,2,4,1,7,3,1,7,7,2,3,1,2,1,1,1,2,4,2,1,2,3,3,3,5,2,2,2,5,1,7,5,1,3,4,2,4,4,4,1,1,1,5,3,4,3,4,1,2,2,0,0,0,0,0,NA,0,0,0,1,1,1,1,1,1,2,3,2,NA,2,2,NA,2,NA,1,0,1,2,2,NA,6,2,1,2,4,2,2,13,NA,3,3,2,2,2,12,1,4,5,4,5,1,2,1,1,3,2,1,7,3,3,1,1,1,2,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,4,3,4,2,2016,"2016-11-13",1,1,NA,NA
"2:781","El Salvador",1441,50,"SAN VICENTE",301010,197,"Urban","Medium City",1,1,"Regi�n 3 (Central 2)",2,1969,47,2,1,14,2,2,2,2,1,4,2,4,1,4,0,NA,NA,NA,NA,1,0,NA,NA,6,2,1,NA,2,1,2,2,2,2,2,1,2,2,1,1,4,2,2,4,2,4,4,3,3,2,4,5,4,3,2,3,6,2,2,4,5,4,3,2,3,3,2,2,2,2,2,6,2,5,5,4,5,3,2,1,1,3,4,3,3,4,5,6,6,7,1,1,2,0,0,0,0,NA,NA,0,NA,0,4,2,1,5,4,4,5,5,2,NA,2,2,NA,2,NA,1,1,1,1,1,NA,NA,1,1,3,2,2,1,NA,1,NA,3,2,2,2,1,2,5,1,1,1,5,NA,1,1,3,3,1,5,1,3,4,5,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,3,1,4,3,4,2,2016,"2016-11-29",3,1,2,1
"2:782","El Salvador",551,7,"SANTA ANA",300207,25,"Urban","Medium City",1,1,"Regi�n 1 (Occidental)",2,1973,43,1,1,5,3,3,2,2,1,3,4,4,NA,2,0,NA,NA,NA,NA,0,1,0,3,5,2,NA,2,2,2,NA,2,2,2,2,2,3,2,0,0,2,2,2,NA,NA,2,NA,6,4,5,4,7,6,6,4,5,4,2,2,4,4,6,NA,2,3,3,NA,4,2,3,3,3,1,7,4,2,3,3,1,4,4,3,5,1,1,5,5,3,3,1,1,2,2,0,0,0,0,0,NA,NA,0,0,NA,1,NA,NA,NA,4,1,NA,2,NA,2,2,NA,1,3,1,0,1,1,1,NA,NA,2,1,4,NA,2,2,1,NA,NA,2,2,2,NA,NA,0,4,1,1,2,1,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,2,NA,1,0,NA,0,NA,0,0,1,NA,NA,NA,1,0,5,2,5,3,4,1,2016,"2016-10-28",1,1,NA,NA
"2:783","El Salvador",1266,25,"SAN SALVADOR",300604,98,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",2,1975,41,1,1,57,3,3,2,2,1,4,4,4,NA,3,NA,NA,NA,NA,NA,0,0,NA,NA,1,2,2,NA,2,1,2,1,2,2,1,1,1,2,1,0,4,1,1,1,2,1,6,6,3,5,6,7,7,5,4,6,3,5,6,7,4,5,5,2,1,4,2,2,2,2,2,NA,4,6,4,5,4,3,2,1,1,1,3,1,10,7,4,8,3,1,1,2,1,0,0,0,NA,NA,NA,0,NA,0,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,302,2,2,1,3,2,2,2,10,NA,NA,2,2,2,2,7,NA,5,1,1,5,5,NA,2,2,3,3,1,4,0,3,7,5,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,2,4,3,4,1,2016,"2016-11-04",1,1,NA,NA
"2:784","El Salvador",535,31,"SAN SALVADOR",300614,124,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1988,28,2,3,5,3,3,2,5,4,4,3,4,4,4,0,NA,NA,NA,NA,0,1,0,3,6,2,1,NA,1,1,3,2,2,1,2,2,6,1,1,0,4,3,3,2,3,4,4,3,2,1,4,1,3,2,4,1,6,1,1,3,4,1,3,2,2,2,5,3,3,3,4,5,2,5,3,1,5,3,1,4,4,4,5,4,7,4,5,4,3,3,4,1,1,0,0,0,NA,0,NA,NA,0,1,1,1,5,5,5,3,5,2,2,NA,2,2,NA,2,NA,1,0,1,1,2,NA,1,2,3,4,1,2,2,4,NA,2,3,3,2,2,6,0,5,4,2,4,1,4,2,1,4,3,1,1,0,2,1,2,4,1,1,0,1,0,0,0,0,1,1,0,0,1,0,3,2,5,3,4,2,2016,"2016-11-05",3,1,NA,NA
"2:785","El Salvador",979,33,"SAN SALVADOR",300614,131,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",1,1975,41,2,2,5,3,3,2,2,2,3,4,4,4,3,1,0,0,0,0,0,0,NA,NA,6,2,NA,2,NA,2,NA,1,2,2,2,2,2,2,1,0,3,3,2,3,3,3,3,3,2,6,5,7,3,5,3,4,5,2,2,4,4,2,3,2,3,3,4,4,2,NA,2,3,5,6,4,3,2,3,1,4,3,3,2,2,3,3,7,4,5,2,2,1,1,0,0,0,NA,NA,NA,0,0,0,3,1,1,1,1,1,2,5,2,NA,NA,2,NA,2,NA,0,NA,1,2,2,NA,11,2,2,4,1,2,2,1,3,2,NA,3,2,2,9,1,5,3,1,1,5,NA,2,1,4,3,2,5,1,2,7,5,4,3,1,1,1,1,1,0,0,1,1,0,0,1,1,4,1,4,3,4,2,2016,"2016-11-19",2,1,NA,NA
"2:786","El Salvador",1083,13,"SONSONATE",300315,50,"Urban","Medium City",1,1,"Regi�n 1 (Occidental)",2,1978,38,2,3,1,3,3,2,4,1,3,4,4,4,1,1,0,0,0,0,0,0,NA,NA,1,2,2,NA,2,2,NA,2,2,2,2,2,1,2,1,0,1,2,2,4,1,4,4,5,3,4,5,7,3,5,4,5,1,2,3,5,4,3,4,2,2,4,2,3,2,1,2,4,4,6,3,7,6,1,1,4,4,4,9,2,3,8,10,6,5,1,1,1,2,0,0,0,0,0,NA,0,0,0,1,1,3,4,5,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,302,2,2,2,3,1,2,2,1,3,NA,2,3,2,2,12,0,5,2,1,5,1,4,2,2,3,1,1,4,1,2,2,2,2,3,1,0,1,0,0,0,0,1,1,0,0,1,0,5,1,4,3,4,2,2016,"2016-11-27",1,1,NA,NA
"2:787","El Salvador",1181,25,"SAN SALVADOR",300604,100,"Urban","National Capital (Metropolitan area)",1,1,"Regi�n 5 (AMSS)",2,1964,52,1,3,5,3,3,2,3,4,3,4,4,NA,3,1,0,0,0,0,0,0,NA,NA,NA,2,NA,NA,2,2,NA,2,2,2,2,2,5,1,1,0,2,2,1,1,NA,4,1,7,4,3,4,7,2,4,2,2,7,2,3,2,5,2,2,1,2,2,3,5,2,3,3,NA,4,4,4,2,4,3,1,2,3,4,4,1,8,6,5,5,4,6,2,2,2,0,0,0,NA,NA,NA,0,0,0,1,1,1,1,1,1,2,5,2,NA,2,1,2,2,NA,1,0,1,1,1,0,77,2,4,2,4,1,2,4,NA,NA,2,2,2,2,6,NA,4,5,1,1,7,NA,2,2,3,3,3,3,1,5,2,2,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,5,1,4,3,4,1,2016,"2016-11-04",1,1,NA,NA
"2:788","El Salvador",1473,22,"SAN SALVADOR",300601,88,"Urban","Small City",1,1,"Regi�n 2 (Central 1)",3,1979,37,1,1,3,3,2,2,2,4,4,4,3,NA,2,1,0,0,0,0,0,0,NA,NA,10,2,NA,2,2,2,NA,2,2,2,2,2,5,2,1,0,2,2,2,2,2,3,2,5,3,2,2,7,1,6,1,3,5,4,1,3,5,1,2,2,2,2,4,4,2,3,4,4,1,2,4,1,5,3,2,4,4,4,6,5,8,9,6,9,7,9,10,2,1,0,0,0,0,0,NA,NA,NA,0,1,2,1,5,5,5,2,4,2,NA,2,2,NA,2,NA,1,0,1,1,1,301,1,1,1,3,3,1,2,13,NA,3,3,3,2,2,12,1,5,2,1,1,1,2,1,2,2,2,3,4,1,1,2,2,1,2,1,0,1,0,0,0,0,1,1,0,0,1,0,3,2,3,3,4,1,2016,"2016-11-04",1,1,1,2
"2:789","El Salvador",433,8,"SANTA ANA",300210,30,"Urban","Large City",1,1,"Regi�n 1 (Occidental)",1,1977,39,2,1,57,2,2,2,2,4,2,4,4,4,2,1,0,0,0,0,1,1,1,2,4,2,2,NA,2,2,NA,2,2,2,1,1,1,2,0,0,2,3,2,2,3,2,2,3,2,3,3,6,3,3,2,3,1,1,3,1,1,2,2,2,2,3,3,3,2,3,2,3,3,6,5,2,6,4,1,2,3,3,9,4,3,3,2,2,7,9,2,2,2,0,0,0,NA,0,NA,0,0,0,2,3,3,3,3,5,3,3,2,NA,2,1,1,2,NA,1,0,1,2,2,NA,11,1,2,2,3,1,2,5,1,2,2,2,2,2,15,1,4,5,1,5,1,1,2,2,3,2,1,5,2,2,5,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,3,1,4,3,4,2,2016,"2016-11-17",1,2,3,2
