"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"1:1789","Honduras",913,704,"Yoro",NA,153,"Rural","Área rural",1,0.8960258,"Norte B",3,1960,51,2,1,NA,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,2,NA,2,NA,NA,2,2,NA,2,2,0,0,NA,1,NA,NA,4,2,NA,7,7,5,NA,NA,NA,7,7,4,3,7,7,1,3,6,5,1,3,NA,NA,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,2,NA,NA,4,NA,1,NA,7,NA,1,1,1,NA,NA,NA,NA,NA,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,1,NA,NA,NA,NA,NA,2,1,2,1,1,5,NA,2,2,3,2,NA,5,NA,4,2,5,2,1,0,1,0,0,1,0,1,1,0,NA,1,0,0,NA,4,1,3,4,NA,2,2012,NA,NA,NA
"1:1790","Honduras",174,109,"Francisco Morazán",NA,29,"Urbano","Ciudad pequeña",1,0.954664,"Central A",3,1958,53,2,3,13,3,2,NA,NA,NA,4,2,NA,NA,NA,NA,NA,4,1,NA,2,4,4,4,NA,1,5,2,2,2,2,2,NA,2,1,1,1,NA,3,NA,NA,4,3,5,5,3,4,5,4,6,4,4,6,4,5,5,4,5,6,4,7,5,4,6,7,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,3,2,NA,6,5,4,7,NA,6,NA,NA,NA,1,7,5,7,4,5,10,NA,2,1,0,1,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,1,3,3,NA,3,3,NA,NA,4,NA,2,2,1,1,5,1,NA,2,2,NA,5,NA,6,2,5,1,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,NA,5,1,4,4,NA,2,2012,NA,NA,NA
"1:1791","Honduras",266,209,"Comayagua",NA,45,"Rural","Área rural",1,1.044878,"Central B",3,1986,25,1,2,4,3,3,2,2,NA,5,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,4,NA,2,2,2,2,2,NA,2,2,0,0,NA,3,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,3,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,0,NA,4,1,1,1,4,2,2,4,3,NA,5,NA,0,3,5,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,7,1,2,4,NA,1,2012,NA,NA,NA
"1:1792","Honduras",805,702,"Yoro",NA,135,"Rural","Área rural",1,0.8960258,"Norte B",3,1938,73,2,2,NA,3,2,2,2,NA,4,NA,NA,NA,NA,NA,NA,3,1,4,4,4,4,4,NA,2,NA,2,NA,NA,2,2,NA,2,2,0,0,NA,2,NA,NA,3,2,4,4,4,5,4,3,NA,7,6,4,5,7,7,4,4,4,4,3,3,NA,NA,3,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,NA,4,3,3,2,7,3,2,5,4,6,5,5,4,4,5,NA,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,3,0,1,1,1,6,NA,2,2,3,3,NA,5,NA,6,1,5,2,1,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,3,1,3,4,NA,2,2012,NA,NA,NA
"1:1793","Honduras",1283,1806,"El Paraíso",NA,214,"Urbano","Ciudad pequeña",1,1.253363,"Oriental A",3,1948,63,1,1,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,3,4,4,4,NA,4,NA,4,NA,2,2,2,2,2,NA,2,1,0,0,NA,1,NA,NA,4,3,3,1,3,1,1,1,1,7,1,1,1,7,1,1,2,7,1,1,2,1,1,1,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,7,7,2,3,2,7,1,2,4,5,6,4,4,5,5,4,5,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,0,0,4,2,1,1,4,2,2,3,2,NA,4,NA,4,2,5,1,1,1,1,0,0,0,0,1,1,0,NA,1,0,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:1794","Honduras",1089,140502,"Copán",NA,182,"Rural","Área rural",1,0.6693614,"Occidental",2,1976,35,2,2,NA,2,2,2,1,0,4,2,NA,NA,NA,NA,NA,4,1,1,1,1,1,4,NA,3,NA,2,2,1,2,2,NA,2,2,0,0,NA,2,NA,NA,3,3,4,4,4,2,5,4,4,7,4,4,5,4,5,4,4,4,2,5,4,4,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,2,2,NA,2,4,4,4,3,3,1,2,5,4,4,4,6,3,5,4,3,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,6,1,1,1,1,5,NA,2,2,4,3,NA,8,NA,6,2,5,1,1,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,4,1,6,4,NA,2,2012,NA,NA,NA
"1:1795","Honduras",1370,4081,"Gracias a Dios",NA,229,"Urbano","Ciudad pequeña",1,1.040056,"Norte C + Oriental B",3,1945,66,2,2,11,2,1,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,NA,3,5,2,1,1,2,2,NA,2,2,0,0,NA,2,NA,NA,4,1,5,6,4,7,4,5,4,7,6,5,3,4,5,4,3,5,5,4,5,4,4,6,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,NA,5,4,7,4,5,4,NA,NA,10,6,5,6,4,5,4,4,NA,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,1,NA,2,1,NA,NA,6,NA,2,1,2,5,NA,2,2,2,2,NA,4,NA,4,1,5,1,1,0,1,1,0,1,1,1,1,0,NA,1,0,0,NA,3,1,7,4,NA,2,2012,NA,NA,NA
"1:1796","Honduras",754,603,"Colón",NA,126,"Rural","Área rural",1,0.8960258,"Norte B",3,1967,44,2,1,3,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,3,1,2,4,4,4,4,NA,2,10,2,1,1,1,2,NA,2,1,0,0,NA,2,NA,NA,4,3,4,3,2,3,4,2,3,7,6,3,1,4,7,3,2,3,4,3,2,4,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,NA,7,7,3,1,2,5,NA,NA,4,1,3,2,2,1,3,1,NA,2,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,NA,NA,1,1,NA,NA,11,NA,2,1,5,5,NA,2,2,2,2,NA,8,NA,3,1,5,2,1,0,1,0,0,1,0,1,1,0,NA,1,0,0,NA,6,1,2,4,NA,2,2012,NA,NA,NA
"1:1797","Honduras",1409,210101,"Choluteca",NA,235,"Urbano","Ciudad mediana",1,1.391392,"Sur",2,1940,71,1,1,NA,3,3,2,2,NA,3,1,2,2,2,2,1,3,3,NA,4,4,NA,4,NA,1,NA,2,2,2,2,2,NA,1,2,0,0,NA,1,NA,NA,1,4,3,1,4,3,1,4,5,7,4,1,4,1,7,3,5,1,4,1,7,4,1,3,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,2,1,NA,7,7,3,3,1,7,1,2,4,7,1,4,2,3,10,1,5,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,3,NA,NA,NA,NA,NA,0,0,2,1,5,6,NA,1,2,2,2,NA,3,NA,5,2,5,1,0,0,1,0,1,0,0,1,0,0,NA,1,0,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:1798","Honduras",273,209,"Comayagua",NA,46,"Rural","Área rural",1,1.044878,"Central B",3,1978,33,2,1,NA,2,2,2,2,NA,3,1,1,1,1,1,1,3,2,2,3,4,4,4,NA,1,5,2,1,1,2,2,NA,2,2,0,0,NA,4,NA,NA,4,1,4,1,2,3,1,3,1,7,2,3,2,5,6,2,2,5,5,2,1,3,2,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,1,NA,3,7,3,3,5,7,3,2,3,10,1,4,4,3,NA,1,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,3,NA,NA,NA,NA,NA,8,NA,2,1,1,5,NA,2,2,2,2,NA,4,NA,2,2,4,2,1,0,1,1,0,1,0,1,0,0,NA,1,0,1,NA,4,1,4,4,NA,2,2012,NA,NA,NA
"1:1799","Honduras",857,7032,"Yoro",NA,143,"Urbano","Ciudad grande",1,0.9847718,"Norte B",1,1988,23,2,2,NA,NA,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,NA,4,6,2,2,2,2,2,NA,2,2,0,1,NA,3,NA,NA,2,4,5,3,5,3,7,1,1,7,1,1,1,3,7,4,1,4,4,3,1,3,4,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,NA,1,1,1,1,2,1,3,1,10,10,1,1,1,1,1,10,1,2,0,1,0,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,3,NA,NA,NA,NA,NA,11,1,4,2,2,1,4,2,1,1,2,NA,4,NA,1,1,4,4,1,0,0,0,0,1,1,0,0,0,NA,1,0,0,NA,2,1,2,4,NA,2,2012,NA,NA,NA
"1:1800","Honduras",1110,140502,"Copán",NA,185,"Rural","Área rural",1,0.6693614,"Occidental",2,1929,82,1,1,3,2,2,2,2,NA,2,1,1,1,1,1,1,4,4,4,4,4,NA,4,NA,1,10,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,1,4,5,5,5,5,5,5,7,7,5,2,7,3,4,5,6,5,5,5,5,5,5,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,7,7,7,1,3,7,NA,NA,1,1,1,4,4,4,4,1,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,2,NA,2,2,NA,NA,0,NA,NA,NA,4,7,NA,1,2,3,2,NA,5,NA,7,2,5,4,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,NA,6,2,5,4,NA,1,2012,NA,NA,NA
"1:1801","Honduras",1399,210101,"Choluteca",NA,234,"Urbano","Ciudad mediana",1,1.391392,"Sur",2,1992,19,1,1,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,4,NA,1,NA,2,1,1,2,2,NA,1,2,0,0,NA,1,NA,NA,1,4,4,3,1,2,3,2,2,7,1,3,2,1,2,3,1,7,1,2,3,1,1,3,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,NA,1,3,1,3,2,2,1,2,3,2,2,4,3,5,4,3,4,2,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,1,1,NA,NA,NA,NA,NA,9,0,5,1,1,1,2,2,2,2,2,NA,6,NA,0,2,2,3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,NA,4,1,4,4,NA,1,2012,NA,NA,NA
"1:1802","Honduras",322,4011,"Cortés",NA,54,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1974,37,2,2,5,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,2,2,4,4,4,NA,2,NA,2,2,NA,2,1,1,2,1,0,0,NA,3,NA,NA,4,3,4,1,4,3,2,4,1,7,4,3,1,7,4,2,4,5,4,4,5,3,3,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,2,4,3,3,4,4,NA,NA,5,3,3,4,4,2,NA,NA,NA,2,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,1,3,3,NA,3,3,NA,NA,12,NA,1,1,1,5,NA,2,2,2,2,NA,5,NA,2,2,5,1,1,1,1,0,1,1,0,1,1,0,NA,1,0,1,NA,6,1,4,4,NA,2,2012,NA,NA,NA
"1:1803","Honduras",1208,1309,"Santa Bárbara",NA,202,"Rural","Área rural",1,0.8764808,"Occidental",3,1987,25,2,1,57,3,2,2,2,NA,2,1,1,1,1,1,1,4,4,4,4,4,4,4,NA,NA,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,2,5,5,5,5,5,4,4,7,4,4,1,7,7,4,4,4,4,4,4,4,4,4,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,2,2,NA,7,7,7,1,3,7,NA,NA,1,1,1,5,5,5,5,10,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,1,NA,2,1,NA,NA,11,NA,NA,NA,4,5,NA,2,2,3,2,NA,3,NA,1,1,5,1,1,0,0,0,0,1,0,1,1,0,NA,1,1,0,NA,3,2,5,4,NA,2,2012,NA,NA,NA
"1:1804","Honduras",765,604,"Colón",NA,128,"Urbano","Ciudad mediana",1,1.493915,"Norte B",2,1969,42,1,2,NA,2,2,1,2,NA,3,2,NA,NA,NA,NA,NA,4,1,3,4,4,NA,4,NA,1,7,1,1,1,1,2,NA,2,1,0,0,NA,2,NA,NA,4,4,4,5,4,1,3,4,3,7,6,4,1,3,5,3,2,5,5,3,2,3,2,3,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,2,NA,7,7,3,2,1,7,3,1,3,1,4,3,2,1,3,2,1,2,0,0,1,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,NA,NA,NA,NA,NA,NA,9,1,3,2,2,1,2,2,2,2,2,NA,6,NA,3,2,5,4,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,NA,7,1,2,4,NA,1,2012,NA,NA,NA
"1:1805","Honduras",1693,2201,"Valle",NA,283,"Rural","Área rural",1,0.6738398,"Sur",2,1990,21,1,2,NA,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,NA,4,NA,1,7,2,NA,NA,NA,2,NA,2,2,0,0,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,7,NA,NA,NA,7,4,NA,3,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,7,7,NA,1,1,7,NA,NA,10,1,1,1,1,1,1,1,1,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,3,2,1,3,2,NA,NA,NA,NA,NA,6,1,3,1,1,1,4,2,2,3,3,NA,3,NA,0,2,5,4,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,7,2,3,4,NA,1,2012,NA,NA,NA
"1:1806","Honduras",16,1011,"Francisco Morazán",NA,3,"Urbano","Capital Nacional (área metropolitana)",1,0.9852856,"Central A",1,1981,30,2,1,13,2,1,NA,2,NA,2,2,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,NA,2,1,2,1,1,2,1,4,1,1,1,1,NA,4,NA,NA,2,1,4,2,1,1,1,1,1,7,1,1,1,2,2,1,1,1,3,1,1,1,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,4,NA,1,5,1,1,1,5,NA,NA,3,2,7,7,7,2,1,1,NA,2,0,0,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,0,NA,1,2,1,4,3,NA,NA,NA,NA,NA,6,NA,NA,4,NA,5,NA,2,2,3,2,NA,6,NA,4,2,4,4,1,0,1,1,0,1,0,0,0,0,NA,1,0,0,NA,7,2,5,4,NA,2,2012,NA,NA,NA
"1:1807","Honduras",366,4013,"Cortés",NA,61,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1964,47,2,2,3,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,1,1,4,4,4,NA,2,3,2,1,1,2,2,NA,2,2,0,0,NA,3,NA,NA,2,3,3,2,5,4,3,1,2,1,1,1,1,1,1,1,1,3,1,2,3,4,1,3,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,5,2,1,3,2,6,NA,NA,3,1,1,4,3,3,2,2,NA,1,0,0,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,2,1,NA,NA,4,NA,5,2,NA,5,NA,2,2,3,2,NA,4,NA,4,2,5,1,1,0,1,0,0,0,0,1,1,0,NA,1,0,0,NA,4,1,6,4,NA,2,2012,NA,NA,NA
"1:1808","Honduras",1271,1801,"El Paraíso",NA,212,"Rural","Área rural",1,0.9016812,"Oriental A",2,1928,83,1,2,NA,2,2,2,1,0,2,2,NA,NA,NA,NA,NA,NA,1,4,2,4,NA,4,NA,1,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,2,4,4,1,1,1,1,1,7,5,1,5,7,5,1,3,5,1,3,3,3,3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,7,7,7,1,1,7,3,1,10,1,NA,10,10,10,10,1,1,1,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,0,0,1,1,1,7,NA,2,2,NA,2,NA,7,NA,7,1,5,2,1,0,1,2,0,0,0,1,0,0,NA,1,0,0,NA,4,1,6,4,NA,1,2012,NA,NA,NA
"1:1809","Honduras",631,501,"Atlántida",NA,106,"Rural","Área rural",1,0.8960258,"Norte B",3,1960,51,2,2,NA,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,1,5,2,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,4,2,3,5,3,2,3,4,NA,7,4,4,5,7,7,4,5,4,NA,1,3,4,1,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,NA,4,NA,1,1,7,2,2,5,5,1,NA,NA,NA,NA,NA,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,4,2,NA,NA,NA,NA,NA,6,1,2,1,1,5,NA,2,2,3,2,NA,8,NA,4,2,NA,1,1,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,4,1,3,4,NA,2,2012,NA,NA,NA
"1:1810","Honduras",358,4012,"Cortés",NA,60,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1969,42,2,2,14,3,2,2,2,NA,2,1,1,1,1,1,1,4,1,1,4,4,2,4,NA,2,4,2,1,1,2,2,NA,2,2,0,0,NA,2,NA,NA,4,3,4,3,4,2,5,5,3,4,4,6,3,7,2,3,4,2,5,3,3,2,5,2,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,3,3,NA,4,3,4,6,6,5,NA,NA,5,4,6,5,5,4,4,2,NA,2,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,3,NA,NA,1,NA,NA,12,NA,1,1,1,5,NA,2,2,3,3,NA,5,NA,4,1,4,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,4,1,6,4,NA,2,2012,NA,NA,NA
"1:1811","Honduras",445,4016,"Cortés",NA,75,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1988,23,1,1,NA,2,3,2,2,NA,4,2,NA,NA,NA,NA,NA,2,2,4,4,4,NA,4,NA,2,NA,2,1,1,2,2,NA,2,2,0,0,NA,NA,NA,NA,4,2,5,3,4,4,5,4,4,4,6,6,3,7,5,2,3,4,4,4,4,5,4,3,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,4,NA,3,NA,4,4,6,2,6,6,1,1,3,4,4,5,4,4,4,2,1,1,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,1,1,NA,NA,NA,NA,NA,11,1,3,1,1,1,1,2,2,3,2,NA,6,NA,0,2,4,2,1,0,0,0,0,0,0,1,0,0,NA,1,0,1,NA,4,2,5,4,NA,1,2012,NA,NA,NA
"1:1812","Honduras",461,40201,"Cortés",NA,77,"Urbano","Ciudad mediana",1,1.04373,"Norte A",1,1930,81,1,2,NA,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,1,1,1,1,4,NA,4,NA,2,1,1,1,2,1,1,NA,2,2,0,0,NA,1,NA,NA,1,1,3,1,3,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,2,2,2,NA,4,1,2,3,1,1,2,2,3,1,3,5,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,2,2,5,7,NA,2,2,3,3,NA,8,NA,0,2,5,1,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,NA,4,1,6,4,NA,1,2012,NA,NA,NA
"1:1813","Honduras",281,209,"Comayagua",NA,47,"Rural","Área rural",1,1.044878,"Central B",3,1988,23,1,1,NA,2,2,1,1,1,3,1,1,1,2,1,1,3,1,4,2,4,NA,4,NA,2,6,2,2,1,2,2,NA,2,1,0,0,NA,1,NA,NA,4,4,6,4,3,7,1,1,1,3,1,1,1,7,1,1,1,1,3,3,1,1,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,1,2,NA,7,2,NA,2,NA,3,2,1,10,3,10,4,3,2,3,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,1,2,4,3,NA,NA,NA,NA,NA,18,NA,2,1,1,3,NA,2,2,2,2,NA,4,NA,0,3,5,4,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,7,1,2,4,NA,1,2012,NA,NA,NA
"1:1814","Honduras",204,201,"Comayagua",NA,34,"Urbano","Ciudad mediana",1,1.214346,"Central B",2,1967,44,1,1,13,2,2,2,2,NA,2,1,NA,2,2,1,1,4,NA,4,4,4,NA,4,NA,NA,4,2,NA,2,NA,2,NA,2,2,0,0,NA,NA,NA,NA,3,3,5,3,5,3,4,3,3,4,5,4,2,6,7,4,4,2,5,1,7,2,4,2,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,NA,2,2,3,2,2,3,NA,NA,10,3,3,4,10,1,3,3,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,2,NA,NA,NA,NA,NA,5,NA,5,2,2,3,NA,2,2,2,2,NA,6,NA,0,1,NA,4,1,0,1,0,1,1,0,1,1,0,NA,1,0,1,NA,3,1,2,4,NA,1,2012,NA,NA,NA
"1:1815","Honduras",526,403,"Cortés",NA,88,"Rural","Área rural",1,0.6671109,"Norte A",2,1978,33,2,2,13,3,3,2,1,0,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,NA,1,NA,2,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,4,3,4,2,1,1,4,3,2,7,3,1,1,7,1,2,1,3,1,1,1,3,1,2,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,2,3,NA,1,3,1,1,2,1,NA,NA,3,4,1,2,1,1,1,2,NA,2,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,3,3,NA,NA,4,NA,3,2,7,1,4,2,2,3,2,NA,3,NA,1,4,5,1,1,0,0,0,0,0,0,1,1,0,NA,1,0,1,NA,8,1,4,4,NA,2,2012,NA,NA,NA
"1:1816","Honduras",1535,406,"Cortés",NA,256,"Rural","Área rural",1,0.6671109,"Norte A",2,1962,49,1,2,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,3,4,4,NA,4,NA,2,5,2,2,2,2,2,NA,2,2,1,0,NA,2,NA,NA,3,4,2,1,3,4,7,1,3,7,5,4,1,1,1,1,4,5,4,1,4,NA,3,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,NA,1,7,2,2,5,7,3,2,10,5,10,1,10,1,4,5,2,2,0,0,0,NA,0,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,1,1,2,4,3,NA,NA,NA,NA,NA,6,1,5,4,11,2,3,2,2,2,3,NA,5,NA,3,2,5,1,1,0,1,0,0,0,0,0,0,0,NA,1,0,0,NA,6,1,6,4,NA,1,2012,NA,NA,NA
