"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"2:1123","Guatemala",1015,301,"Sacatep�quez",200301,67,"Urban","Medium City",1,1,"Noroccidente",3,18,1,2,2,5,3,2,2,3,2,2,3,4,NA,4,7,2,NA,NA,2,2,1,3,1,1,0,2,2,1,2,4,3,2,2,3,4,7,3,5,2,3,1,1,1,2,4,4,4,3,6,3,3,4,3,3,2,3,1,7,7,1,5,3,1,6,10,5,10,1,1,4,5,2,1,0,0,1,NA,0,0,NA,1,1,3,1,1,2,2,2,2,1,3,2,2,1,3,1,4,1,2,NA,3,2,2,10,4,3,1,1,4,NA,1,1,2,1,1,4,1,0,2,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,3,2,3,4,1,2016,"2017-04-06",2,2
"2:1124","Guatemala",1424,10105,"Guatemala",200101,19,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,48,2,2,1,1,3,2,2,2,1,4,3,4,4,1,8,1,4,NA,2,1,2,NA,2,0,0,1,1,2,4,4,3,1,1,1,1,6,5,6,1,4,1,1,4,1,2,2,4,4,2,1,4,5,2,NA,NA,2,1,1,3,3,5,3,1,5,2,6,2,2,3,5,2,2,0,0,0,NA,0,NA,NA,0,0,2,NA,2,2,1,1,1,2,3,3,3,3,1,3,2,4,1,4,NA,3,2,2,15,NA,2,1,1,1,2,2,2,1,1,2,5,0,4,2,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,5,1,6,4,2,2016,"2017-03-11",2,1
"2:1125","Guatemala",857,1311,"Huehuetenango",201311,116,"Urban","Small City",1,1,"Noroccidente",3,18,1,2,1,1,3,2,2,3,4,4,4,4,NA,2,5,2,NA,NA,2,2,2,NA,2,1,0,2,2,2,4,1,3,5,3,4,6,7,3,5,4,3,3,3,4,4,4,4,5,4,4,4,3,3,2,3,3,5,5,5,5,4,4,2,2,4,6,5,5,5,4,4,4,2,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,2,2,1,2,2,2,1,2,3,2,3,1,4,1,2,NA,NA,2,2,9,2,1,1,5,4,NA,2,2,2,2,1,5,1,0,2,4,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,4,2,4,4,1,2016,"2017-04-20",1,1
"2:1126","Guatemala",50,1708,"Pet�n",201708,165,"Urban","Small City",1,1,"Nororiente",3,41,2,2,1,1,3,2,2,2,2,2,3,4,4,3,NA,2,NA,NA,2,2,2,NA,2,0,0,2,3,3,3,3,5,7,3,5,6,7,7,4,4,3,4,5,5,7,3,6,6,7,7,6,3,4,3,2,3,3,1,7,5,1,2,2,1,10,1,1,10,5,5,6,1,2,0,0,0,NA,0,0,0,0,0,1,3,2,2,1,1,1,2,3,2,1,3,2,2,2,13,1,2,NA,3,2,2,16,0,1,1,5,1,1,2,2,3,2,5,5,1,4,3,3,2,0,0,1,0,0,0,0,1,1,1,0,0,NA,0,5,2,5,4,2,2016,"2017-03-09",3,3
"2:1127","Guatemala",960,1614,"Alta Verapaz",201614,157,"Urban","Small City",1,1,"Nororiente",3,50,1,2,3,10,2,1,2,5,1,2,3,4,NA,2,3,2,NA,NA,NA,1,2,NA,2,1,1,2,3,2,4,4,5,5,4,5,6,7,6,5,5,5,6,7,7,7,5,5,5,6,6,5,3,3,3,3,3,1,2,3,2,4,3,2,1,1,4,3,2,4,5,1,1,1,0,0,0,0,0,NA,NA,0,0,1,3,2,2,1,1,1,2,3,2,2,3,2,3,1,1,3,4,3,NA,2,2,4,0,2,1,1,2,4,2,2,4,2,2,8,1,2,3,5,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,6,2,5,4,1,2016,"2017-03-06",1,2
"2:1128","Guatemala",1120,1001,"Suchitep�quez",201001,214,"Urban","Medium City",1,1,"Sur",2,64,1,2,1,57,2,2,1,2,1,4,3,4,NA,2,7,2,NA,NA,2,2,2,NA,2,0,0,1,3,2,4,2,5,7,5,5,7,7,5,6,5,6,5,7,7,7,3,7,7,5,7,4,1,3,3,2,3,2,6,6,7,6,6,2,1,10,1,1,5,1,1,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,2,1,1,1,NA,2,2,3,1,2,1,2,2,1,2,NA,2,2,2,14,3,1,1,5,6,NA,2,2,2,1,2,5,0,4,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,3,2,4,4,1,2016,"2017-03-07",3,2
"2:1129","Guatemala",515,11502,"Guatemala",200115,53,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,20,1,2,1,70,2,1,1,3,3,2,3,2,NA,3,4,2,NA,NA,1,1,1,1,1,1,1,4,3,1,1,4,2,2,3,4,2,7,4,6,4,3,1,1,1,2,2,1,4,2,5,1,4,4,2,3,3,4,2,7,5,1,5,3,2,10,5,5,10,1,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,1,2,1,1,1,1,1,2,1,3,3,2,1,3,1,4,1,2,2,2,2,2,13,2,4,1,1,1,2,2,1,3,1,1,10,4,0,2,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,5,1,4,4,1,2016,"2017-04-01",1,3
"2:1130","Guatemala",866,609,"Santa Rosa",200609,201,"Urban","Small City",1,1,"Sur",3,68,2,2,1,5,3,3,2,2,1,NA,4,4,4,1,10,2,NA,NA,1,NA,2,NA,2,0,0,3,2,1,2,4,1,1,6,7,NA,7,1,6,1,1,1,2,6,1,2,1,1,1,7,2,4,4,3,2,4,5,6,5,6,1,1,3,2,2,8,3,3,2,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,0,2,NA,1,2,2,2,2,2,4,4,1,2,1,3,2,1,1,2,NA,NA,1,2,5,NA,2,1,5,5,NA,2,2,3,3,6,14,5,6,2,5,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,3,1,4,4,2,2016,"2017-03-14",3,1
"2:1131","Guatemala",1444,10103,"Guatemala",200101,12,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,24,2,2,1,21,2,1,2,3,2,4,4,4,4,3,6,2,NA,NA,2,2,2,NA,1,1,0,2,3,2,4,4,3,3,2,2,4,6,3,3,2,3,2,1,3,2,3,3,4,4,4,2,4,5,3,3,3,3,2,7,3,1,3,4,1,10,8,10,10,10,10,10,7,2,0,0,0,NA,0,NA,NA,NA,0,2,NA,2,1,1,1,1,2,4,3,2,1,2,1,2,7,1,4,NA,3,2,2,13,7,3,2,5,NA,NA,2,2,1,1,2,5,0,0,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,3,1,4,4,2,2016,"2017-03-12",1,3
"2:1132","Guatemala",1228,504,"Escuintla",200504,189,"Urban","Small City",1,1,"Sur",3,22,2,2,1,57,3,2,2,3,4,4,4,4,4,2,3,2,NA,NA,1,2,2,NA,1,0,1,4,3,1,3,4,3,5,2,3,6,7,4,4,5,4,3,3,4,5,7,4,6,4,6,2,3,2,3,2,2,4,3,6,5,2,4,3,2,4,9,6,5,7,8,1,1,1,0,0,0,NA,NA,NA,0,NA,1,2,NA,1,1,2,1,2,2,3,3,1,3,1,3,1,4,3,2,NA,NA,2,2,9,1,2,1,1,5,NA,2,2,3,3,5,3,1,1,2,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,5,2,4,4,2,2016,"2017-03-08",3,1
"2:1133","Guatemala",1195,1311,"Huehuetenango",201311,117,"Urban","Small City",1,1,"Noroccidente",3,45,1,2,2,1,3,1,2,3,1,4,2,4,NA,3,1,2,NA,NA,NA,2,2,NA,2,1,0,2,2,2,1,1,3,5,4,5,4,7,6,6,5,4,3,5,4,5,6,3,4,4,4,4,3,3,2,2,3,5,5,7,5,5,4,4,1,5,3,4,5,2,3,1,1,2,0,0,0,NA,0,NA,0,1,1,1,2,1,2,1,1,1,2,4,1,1,3,2,3,2,1,2,2,3,2,2,2,9,2,1,1,5,1,4,1,1,2,3,2,4,1,2,2,1,2,1,0,1,0,0,0,0,1,1,1,0,1,1,1,3,2,4,4,1,2016,"2017-04-19",3,2
"2:1134","Guatemala",1240,10104,"Guatemala",200101,14,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,20,2,2,1,5,3,3,2,2,1,4,4,4,1,3,5,2,NA,1,NA,2,2,NA,1,1,0,2,3,2,2,1,4,7,5,6,6,7,4,6,3,2,3,6,5,5,5,4,5,4,6,2,1,3,3,2,2,5,3,4,4,3,2,2,1,5,7,7,4,5,4,4,1,1,0,0,0,NA,NA,NA,0,NA,0,2,NA,2,1,2,1,2,2,4,2,1,2,1,3,1,12,1,2,NA,4,2,2,10,2,3,1,5,3,NA,2,1,3,3,3,5,1,1,2,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,5,2,3,4,2,2016,"2017-03-17",2,1
"2:1135","Guatemala",1521,10105,"Guatemala",200101,20,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,64,1,2,1,57,2,2,2,2,4,4,2,4,NA,1,6,2,NA,1,NA,1,2,NA,1,1,0,1,1,2,4,3,6,3,2,5,7,7,7,7,2,5,1,4,4,6,6,6,6,6,5,1,2,4,2,3,3,2,4,6,7,7,4,2,1,5,1,6,3,1,1,8,1,2,0,0,0,0,NA,NA,NA,NA,0,2,NA,2,2,1,1,1,2,3,3,1,1,1,1,1,1,1,2,1,1,2,2,18,4,3,1,1,6,NA,2,2,2,1,2,5,0,3,2,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,5,1,6,4,1,2016,"2017-03-11",3,2
"2:1136","Guatemala",97,1311,"Huehuetenango",201311,116,"Urban","Small City",1,1,"Noroccidente",3,21,2,2,1,5,3,2,2,2,3,4,3,4,4,2,5,2,NA,NA,2,2,2,NA,1,1,0,2,3,3,3,2,5,4,6,5,7,7,6,5,5,4,3,2,5,5,6,6,6,5,5,5,3,3,2,3,4,4,4,7,5,5,4,2,1,10,1,5,6,5,6,1,1,2,1,0,0,NA,NA,0,NA,NA,0,2,NA,1,1,1,1,1,2,3,4,1,2,1,2,1,4,1,2,NA,2,2,2,12,4,4,1,5,4,NA,2,1,3,2,1,6,3,0,2,1,3,1,0,1,2,0,1,1,1,1,0,0,1,0,1,1,2,4,4,2,2016,"2017-03-30",1,2
"2:1137","Guatemala",188,116,"Guatemala",200116,57,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,68,1,2,1,13,3,2,2,3,4,4,4,4,NA,1,3,2,NA,NA,1,2,2,NA,2,1,0,1,3,2,1,4,1,3,5,1,6,7,4,7,2,2,1,1,1,1,7,3,7,6,7,2,3,3,3,3,2,2,7,7,5,6,4,3,2,1,10,6,5,5,1,10,1,2,0,0,0,NA,NA,NA,0,NA,0,2,NA,2,2,1,1,1,2,4,1,3,2,1,2,1,1,1,2,1,4,2,2,1,0,5,1,4,7,NA,2,2,3,2,2,2,0,1,2,5,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,5,1,4,4,1,2016,"2017-03-20",2,3
"2:1138","Guatemala",675,301,"Sacatep�quez",200301,67,"Urban","Medium City",1,1,"Noroccidente",3,26,2,2,1,11,3,2,1,2,2,2,2,4,4,4,7,1,1,1,NA,NA,2,NA,1,1,0,2,3,1,3,4,3,7,5,4,7,7,4,7,4,3,4,5,1,2,2,4,6,4,6,6,1,1,3,2,2,5,3,5,5,3,5,2,1,8,10,6,7,6,6,5,1,2,0,0,0,NA,NA,NA,NA,0,0,1,2,1,2,1,1,1,2,1,2,3,3,1,3,1,NA,1,4,NA,NA,1,2,9,2,4,1,1,7,NA,2,2,4,3,2,6,3,2,2,3,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,7,1,4,4,2,2016,"2017-04-06",2,1
"2:1139","Guatemala",461,106,"Guatemala",200106,32,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,34,1,2,1,1,3,3,2,4,4,4,4,4,NA,2,3,2,NA,NA,2,2,1,2,2,1,1,4,3,1,3,2,2,3,2,1,4,7,2,1,1,1,1,1,1,1,1,1,2,1,2,1,4,4,3,4,3,2,3,7,1,1,7,4,1,10,6,5,9,4,4,5,2,2,0,0,0,0,0,NA,0,NA,0,1,3,2,1,1,1,1,1,2,3,1,3,1,1,1,11,1,5,NA,4,2,2,17,0,4,1,5,2,4,2,1,2,3,1,7,1,0,3,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,7,1,4,4,1,2016,"2017-03-23",1,1
"2:1140","Guatemala",1092,116,"Guatemala",200116,58,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,26,2,2,1,5,3,2,2,3,1,4,4,4,4,3,5,2,NA,NA,2,2,2,NA,2,1,0,3,3,2,1,4,3,7,2,4,6,7,5,7,1,2,1,4,4,2,5,3,4,4,6,1,3,3,3,2,2,3,5,6,4,6,4,2,1,1,5,6,8,1,2,1,1,2,0,0,0,0,NA,NA,NA,NA,0,1,2,1,1,1,1,1,2,4,3,2,1,1,1,2,13,1,2,3,4,2,2,11,1,2,1,2,5,NA,2,2,1,2,2,3,1,1,2,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,4,1,4,4,2,2016,"2017-03-21",1,1
"2:1141","Guatemala",285,10104,"Guatemala",200101,13,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,42,1,2,1,27,2,1,2,3,1,2,4,4,NA,2,4,2,NA,NA,NA,2,2,NA,2,1,1,3,2,2,2,4,1,1,1,1,7,7,1,5,1,1,1,1,2,1,3,1,1,1,2,1,4,5,3,3,3,5,1,7,3,1,3,4,2,1,4,2,1,1,1,1,1,1,1,0,0,NA,0,NA,NA,0,0,1,2,NA,2,1,1,1,2,4,3,3,3,1,3,2,7,3,2,2,2,2,2,11,2,1,1,5,1,4,2,2,2,2,2,4,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,1,2016,"2017-03-17",1,1
"2:1142","Guatemala",785,1614,"Alta Verapaz",201614,157,"Urban","Small City",1,1,"Nororiente",3,29,2,2,1,NA,3,2,2,2,4,2,4,4,4,4,5,2,NA,NA,NA,2,2,NA,2,0,0,3,3,2,4,4,4,5,3,6,5,7,7,4,6,3,2,4,6,7,5,4,2,5,6,1,2,2,4,2,2,1,6,7,7,7,7,3,1,5,1,8,5,3,1,1,2,2,0,0,0,NA,NA,NA,0,0,0,1,2,2,1,1,1,1,2,4,NA,1,2,1,2,1,4,2,4,3,NA,2,1,3,0,1,1,5,5,NA,2,2,2,2,2,5,3,3,3,5,5,0,0,1,0,0,0,0,1,0,0,0,0,NA,0,7,2,6,4,2,2016,"2017-03-06",1,2
"2:1143","Guatemala",1189,10105,"Guatemala",200101,17,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,37,2,2,2,27,3,3,2,4,1,2,4,4,4,2,3,2,NA,1,NA,2,1,5,1,1,0,4,2,1,1,4,1,3,1,1,3,4,1,7,1,1,1,1,3,1,4,1,2,1,3,1,4,4,4,NA,4,5,1,7,4,1,7,3,2,1,3,1,5,1,1,1,1,1,0,0,0,1,0,NA,NA,0,0,1,2,1,1,1,1,1,2,3,3,1,1,2,1,2,1,2,4,1,4,2,2,11,0,2,1,5,1,2,2,2,2,2,3,4,2,2,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,2,3,4,2,2016,"2017-02-20",1,1
"2:1144","Guatemala",1505,1601,"Alta Verapaz",201601,145,"Urban","Large City",1,1,"Nororiente",2,46,1,2,2,1,3,2,2,4,1,2,1,2,NA,2,8,2,NA,NA,2,1,2,NA,1,1,0,2,3,3,2,2,4,5,4,5,5,7,4,5,3,2,3,4,4,5,5,5,4,5,6,5,3,4,3,3,3,3,4,6,5,4,4,3,1,7,5,6,7,6,6,2,2,2,1,0,0,0,0,NA,0,NA,1,1,2,2,2,1,1,1,2,3,3,1,3,2,2,2,4,3,2,3,1,2,2,13,4,2,2,1,7,NA,2,1,3,2,2,5,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,4,1,2016,"2017-02-18",1,1
"2:1145","Guatemala",1282,10102,"Guatemala",200101,253,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,44,2,2,2,70,3,3,2,4,1,4,4,4,4,4,1,2,NA,1,NA,2,2,NA,2,1,0,1,3,1,4,1,6,5,1,3,2,7,1,6,1,1,1,1,1,1,2,1,1,1,1,1,3,4,NA,3,3,5,1,1,2,2,1,3,2,9,6,4,3,2,1,1,1,2,0,0,0,NA,NA,NA,0,0,0,2,NA,2,2,1,1,1,2,4,3,3,2,2,3,2,NA,1,2,NA,NA,2,2,0,0,1,1,5,7,NA,2,2,3,3,2,5,4,5,2,5,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,8,1,6,4,2,2016,"2017-05-02",1,1
"2:1146","Guatemala",1305,106,"Guatemala",200106,32,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,66,2,2,2,5,3,3,2,4,NA,4,4,4,4,3,1,2,NA,1,NA,1,2,NA,1,1,1,3,3,1,2,4,3,7,3,2,1,7,1,3,1,2,1,1,1,1,2,2,3,3,6,1,4,5,2,4,4,5,3,4,3,1,1,3,1,5,3,1,7,2,2,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,2,2,3,2,3,NA,1,2,4,1,NA,NA,1,2,2,15,4,4,1,1,NA,NA,2,2,3,2,1,8,0,0,2,1,2,1,1,1,0,NA,0,0,1,1,1,0,1,0,1,1,2,3,4,2,2016,"2017-03-23",1,1
"2:1147","Guatemala",663,1213,"San Marcos",201213,104,"Urban","Small City",1,1,"Noroccidente",3,32,2,2,1,5,3,2,NA,3,1,2,4,4,4,2,3,2,NA,2,NA,2,2,NA,2,1,0,3,3,3,4,3,4,5,4,4,5,7,5,5,3,2,2,2,2,1,1,1,2,2,3,3,3,3,1,3,3,5,2,1,2,1,3,3,1,3,7,7,8,6,5,3,4,1,0,0,0,0,0,NA,0,NA,0,2,NA,2,2,1,1,1,2,4,4,1,3,1,3,1,1,2,5,3,4,2,2,18,2,2,1,1,1,1,2,2,2,1,1,12,1,0,2,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,7,4,2,2016,"2017-05-07",2,1
"2:1148","Guatemala",98,1301,"Huehuetenango",201301,108,"Urban","Large City",1,1,"Noroccidente",2,18,2,2,1,1,3,1,2,3,1,2,4,4,4,2,4,2,NA,NA,1,1,2,NA,2,0,0,2,3,3,3,3,4,3,5,4,6,6,5,5,4,4,4,3,3,5,5,4,5,4,6,4,3,3,3,2,3,4,3,5,4,4,3,2,1,6,4,5,7,2,4,6,8,2,0,0,0,1,NA,NA,NA,NA,1,2,NA,2,2,2,1,2,2,3,4,3,3,1,1,1,2,2,2,2,3,2,2,NA,8,2,1,1,4,NA,2,1,2,2,1,5,1,0,2,2,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,3,2,3,4,2,2016,"2017-04-05",3,1
"2:1149","Guatemala",1064,110,"Guatemala",200110,46,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,44,1,2,1,13,2,2,2,4,4,2,4,4,NA,2,3,2,NA,1,NA,1,1,1,1,1,0,1,3,3,4,4,2,4,2,3,2,7,2,4,2,1,1,2,3,2,2,2,1,2,3,1,4,4,2,3,3,4,2,2,2,1,2,4,1,3,9,9,7,2,9,8,8,1,1,1,0,NA,0,NA,0,0,0,1,3,2,2,1,1,1,2,4,3,2,2,1,3,1,1,1,5,NA,3,2,2,14,2,3,3,1,1,2,2,2,3,3,2,5,0,2,2,2,2,1,0,1,2,1,1,1,1,1,1,1,1,1,1,5,1,4,4,1,2016,"2017-03-19",2,1
"2:1150","Guatemala",544,10101,"Guatemala",200101,1,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,23,2,2,2,3,3,3,2,3,2,2,4,4,4,2,6,2,NA,NA,2,1,1,1,1,1,1,3,2,2,1,2,3,3,2,1,1,7,2,6,2,2,2,1,3,4,5,2,3,3,6,2,5,5,3,4,3,3,2,5,4,2,6,3,1,10,8,8,10,8,8,8,9,1,1,1,0,NA,NA,NA,0,0,0,1,3,1,1,1,1,1,2,2,3,2,1,2,3,2,6,1,2,2,4,2,2,13,7,3,2,1,3,NA,2,1,3,3,3,6,2,1,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,3,2,3,4,2,2016,"2017-02-17",2,2
"2:1151","Guatemala",439,106,"Guatemala",200106,32,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,22,2,2,1,57,3,2,2,3,3,4,4,4,4,1,9,2,NA,NA,1,2,1,3,2,1,1,2,2,1,1,4,3,5,2,1,7,7,3,4,3,1,1,4,4,4,1,2,4,4,4,1,3,3,2,2,2,3,3,6,7,4,6,2,1,5,8,5,5,5,5,3,3,2,0,0,0,NA,NA,NA,NA,0,0,2,NA,1,1,2,1,2,2,2,4,3,3,1,3,1,1,1,4,2,3,2,2,12,2,3,1,5,3,NA,2,2,4,3,1,12,2,0,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,5,1,4,4,2,2016,"2017-03-23",3,3
"2:1152","Guatemala",991,10105,"Guatemala",200101,18,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,34,2,2,1,5,2,1,2,3,1,2,4,4,2,3,4,1,10,NA,2,2,1,3,2,0,0,4,3,3,2,4,2,4,2,2,3,7,4,3,2,2,1,3,1,1,4,3,3,2,3,1,3,5,4,3,3,5,1,7,5,1,5,4,NA,8,6,6,9,6,6,7,5,2,0,1,0,0,0,0,0,0,0,1,3,1,1,1,1,1,2,2,3,3,3,1,3,1,2,1,4,NA,4,2,2,12,2,1,1,1,4,NA,2,2,3,1,2,4,2,2,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,4,2,4,4,2,2016,"2017-02-20",1,3
"2:1153","Guatemala",207,10102,"Guatemala",200101,8,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,32,1,2,1,5,1,1,2,2,4,4,4,4,NA,4,8,2,NA,NA,2,1,2,NA,1,0,0,3,3,3,3,4,5,7,5,6,7,7,6,7,5,5,4,6,5,5,6,6,5,4,5,5,2,2,2,3,3,4,5,6,7,5,6,2,1,4,8,6,4,7,5,3,4,1,0,0,0,NA,0,NA,1,NA,0,1,3,2,2,1,1,1,2,1,3,3,1,1,1,1,1,1,4,1,1,2,2,15,4,3,1,1,7,NA,2,1,1,1,3,2,1,1,2,4,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,3,4,1,2016,"2017-03-24",3,1
"2:1154","Guatemala",1328,920,"Quetzaltenango",200920,210,"Urban","Large City",1,1,"Sur",2,20,1,2,2,1,3,2,1,3,4,4,2,4,NA,3,2,2,NA,1,NA,2,2,NA,1,0,0,3,1,2,1,2,4,6,4,4,5,7,6,7,6,4,3,4,5,5,6,3,3,5,6,4,3,3,3,3,3,4,7,5,5,6,5,3,2,7,10,6,8,4,7,4,3,1,0,0,0,0,0,NA,0,NA,1,1,2,1,1,1,1,1,2,2,3,1,1,1,3,1,1,3,2,NA,2,2,2,13,1,5,3,2,1,4,2,NA,2,3,1,7,3,0,7,2,2,0,0,1,0,0,0,0,1,1,0,0,1,1,1,7,2,3,4,1,2016,"2017-02-27",3,3
"2:1155","Guatemala",789,10801,"Guatemala",200108,37,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,35,2,2,2,13,3,3,2,2,3,4,4,4,4,2,8,2,NA,1,NA,2,2,NA,2,0,0,3,3,1,3,4,1,4,1,1,1,7,1,2,1,1,1,1,2,2,1,1,3,2,2,1,5,5,2,NA,3,5,2,7,6,1,5,3,2,10,5,1,9,10,8,1,1,2,0,0,0,0,0,NA,NA,NA,0,2,NA,2,1,1,1,1,2,3,3,1,1,2,2,2,2,1,3,NA,4,2,2,16,3,4,2,5,1,2,2,2,2,2,1,4,0,0,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,1,6,4,2,2016,"2017-03-26",2,1
"2:1156","Guatemala",1494,10801,"Guatemala",200108,39,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,18,1,2,1,27,2,2,2,3,1,2,2,4,NA,4,5,2,NA,NA,2,2,2,NA,2,0,0,2,2,2,1,4,3,6,3,2,5,7,4,5,6,4,1,1,5,4,4,1,4,4,4,1,4,3,2,4,2,1,4,6,4,1,4,2,1,10,10,10,8,3,4,1,1,1,0,0,0,0,NA,NA,NA,NA,1,2,NA,2,1,2,1,2,2,1,3,1,3,1,3,1,2,1,2,3,3,2,2,11,2,1,1,5,NA,NA,2,2,1,2,1,8,3,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,1,4,4,1,2016,"2017-03-25",3,1
"2:1157","Guatemala",128,1301,"Huehuetenango",201301,108,"Urban","Large City",1,1,"Noroccidente",2,29,2,2,4,70,3,2,2,3,1,4,4,3,4,3,5,2,NA,NA,2,2,2,NA,2,0,0,3,3,2,2,2,6,6,6,4,7,7,6,6,4,3,2,4,5,5,3,2,5,6,7,4,3,4,3,1,3,2,5,7,7,4,5,3,1,7,5,8,6,5,5,3,2,2,0,0,0,NA,NA,0,NA,NA,0,1,3,2,2,2,1,2,2,2,3,1,3,1,1,2,6,2,2,NA,3,2,2,NA,8,2,1,1,4,NA,2,2,1,2,1,5,2,0,2,1,2,1,0,1,0,1,1,0,1,1,1,1,1,1,1,6,2,3,4,2,2016,"2017-03-31",1,2
"2:1158","Guatemala",237,10801,"Guatemala",200108,39,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,42,2,2,1,27,2,2,2,2,1,4,4,4,4,2,5,2,NA,NA,2,2,2,NA,2,0,1,4,2,1,1,3,1,7,2,4,5,7,3,6,3,3,1,5,5,3,5,1,4,4,6,3,2,3,3,3,3,2,3,6,5,1,3,3,2,3,7,6,9,5,5,2,1,2,0,0,0,NA,0,NA,0,NA,0,1,3,1,1,1,1,1,2,4,3,1,3,1,1,1,2,2,2,2,4,2,NA,16,1,2,1,1,1,1,2,1,2,2,3,4,1,0,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,4,4,2,2016,"2017-03-25",2,1
