Folio,year,Trim,Unidad,cd_mue,punt_mue,turno,p1,p2,p3,p4g,p4n,p5,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3,p9_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p10,P10_Otro,p11,P11_Otro,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3e,p11_3c,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p13,p13_1,p14,p15,p15_1,p16,p17,p17_1,p17_2,p17_2_1,p17_3,p18,p19,p19_1c,p19_1u,p19_2,p20,p21e1,p21c1,P21U1,p21e2,p21c2,P21U2,p22_1,p22_2,p23e,p23m,p23c,P23U,p24_1,p24_2,p24_3,p24_4,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_2,p26,p27,p28,p28_1,p29e,p29m,p29c,P29U,p29_1c,p29_1t,p29_3,p29_4,p29_5,p30,P30_Otro,p30_1,p31,p31_1,p31_2,p32,p33,p34,p34_1,p35,p36,p36_1,p37c,p37t,p38,p38_1,p38_2,p38_3,p39,p40c,p40t,p41c,p41u,p41_1,p42,p43e,p43m,p43c,P43U,p44,p45,p45_1,p46c,p46t,p47,p48,p48_1,p49,p50,p50_1,p51,p52m,p52a,p53,p54,p55,p56,p57,p58,p59_1,p59_2,p59_3,p59_4,p59_5,p59_6,p60_1,p60_2,p60_3,p60_4,p60_5,p60_6,p60_7,Ponfin3,filtro,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,m1_7,m1_8,m1_9,m1_10,m1_11,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m4_7,m4_8,m4_9,m4_10,m4_11,m5,m6,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_7,m7_8,m7_9,m7_10,m7_11
350,2014,1,61403,1,1,1,1,32,1,6,2,2,2,-1,1,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,3,309,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,350,1,2,236,4,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,27,270040001,2,97,999999997,97,0,96,27,27004,270040001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,20,2,-5,0,5,1,2,1,2,3,4,2,1000,1,2,4,27,27004,270040001,2,1,1,1,4,2,1,0,-2,-2,3,2,2008,3,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20.23245894,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
353,2014,1,81403,1,1,1,1,35,1,4,2,2,2,-1,6,2,2,7,3,2,2,1,1,8,1,8,2,1,2,2,1,-9,1,-9,1,101,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,5,1800,1,3,236,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,98,7,70090001,2,20,200140001,2,2,13,20,20014,200140001,2,1,2,2,2,1,2,2,2,1,2,2,2,6,1,-2,1,-2,20,20014,200140001,2,1,2,922,236,1,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,4,4000,1,1,3,20,20014,200140001,2,3,3,2,15,2,1,0,-2,-2,2,1,2010,1,2014,1,2,6,-3,4,2,1,2,1,2,2,2,1,2,2,2,2,2,2,39.09379256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
359,2014,1,81403,1,1,1,1,32,1,5,2,2,2,-1,1,1,-1,5,3,2,2,1,1,1,5,1,2,1,2,2,1,-9,1,-9,16,1617,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,225,1,2,236,1,1,1,1217001,2,-2,2,2,2,0,-3,1,8,2,-2,-2,-2,8,7,70650001,2,30,300630001,1,14,96,30,30039,300390001,2,1,2,2,2,1,2,1,2,2,2,2,2,6,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280220001,2,-5,12,1,1,5,4,2,-5,1,2,1,1,4,10000,1,2,5,30,30039,300390001,2,1,1,1,16,2,1,0,-2,-2,1,0,2004,2,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39.09379256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
402,2014,1,141403,1,1,1,1,33,1,6,2,2,2,-1,6,2,3,4,2,1,1,1,1,8,1,1,2,1,2,2,1,-9,1,-9,3,318,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,300,1,2,236,1,1,1,1705016,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70650001,2,30,300390001,2,0,96,30,30039,300390001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,48,2,-5,0,5,1,2,1,1,2,1,4,10000,1,2,3,30,30174,301740001,2,3,3,2,14,2,2,0,-2,-2,2,1,2008,2,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27.79872974,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
409,2014,3,221407,1,1,1,1,47,1,6,2,2,2,-1,1,1,-1,6,4,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,8,801,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,8,6,250,1,2,236,1,1,1,1705099,2,-2,2,2,7,0,-3,1,3,2,-2,-2,-2,8,30,300390001,2,30,301740001,2,14,96,26,26017,260170001,2,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20020001,2,-5,53,1,1,2,4,2,-5,1,2,1,1,4,6000,1,1,5,26,26048,260480001,2,2,2,1,15,2,2,0,-2,-2,5,4,1989,7,2014,1,2,6,-3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,23.58295098,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
490,2014,4,231410,1,1,1,1,39,1,6,2,2,2,-1,1,1,-1,3,1,1,1,1,1,1,5,1,2,1,2,2,1,-9,1,-9,8,801,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,1200,1,3,236,4,1,1,1705099,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70890001,2,7,70780001,2,0,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,48,1,1,6,4,1,2,1,1,1,22,2,3000,1,2,4,28,28027,280270001,2,1,1,1,5,2,1,0,-2,-2,2,1,2012,10,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21.21182305,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
500,2014,2,41404,1,1,1,1,25,1,3,2,2,2,-1,6,2,2,5,1,3,3,2,1,8,1,8,2,1,2,2,1,-9,1,-9,15,1523,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,250,1,2,236,2,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,97,999999998,98,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,48,2,-5,0,5,1,2,1,1,3,4,2,1000,1,2,3,7,7089,70890001,2,2,2,1,3,2,1,0,-2,-2,3,2,2006,3,2014,1,2,6,-3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,22.2596922,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
510,2014,2,51404,1,1,1,1,28,1,6,2,2,2,-1,5,1,-1,4,2,1,1,1,1,1,5,1,2,1,2,2,1,-9,1,-9,5,509,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,250,1,2,236,1,1,1,1705016,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,27,270170001,2,97,999999998,98,0,96,27,27017,270170052,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280220001,2,-5,12,1,1,4,4,1,1,-5,-5,1,5,2,2300,1,2,3,27,27017,270170052,1,2,2,1,4,2,2,0,-2,-2,1,0,2011,4,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24.46120022,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
521,2014,2,81404,1,1,1,1,26,1,3,2,2,2,-1,6,2,2,5,1,4,4,2,1,8,1,8,2,1,2,2,1,-9,1,-9,14,1416,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,1200,1,3,236,2,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,7,70650001,2,2,3,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,-2,7,7101,71010001,2,1,2,712,236,2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,48,2,-5,5,4,2,-5,1,2,5,1,4,5000,1,2,1,28,28038,280380001,2,3,3,1,15,2,2,0,-2,-2,5,3,2007,3,2014,1,2,6,-3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8.349423008,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
523,2014,4,251410,1,1,1,1,33,1,1,3,2,2,-1,5,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,14,1407,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,300,1,2,236,3,1,1,1705099,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70650001,2,7,70690001,2,0,96,29,29005,290050001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,6,2,4000,1,1,4,30,30174,301740001,2,2,2,2,5,2,1,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21.89060139,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
526,2014,4,251410,1,1,1,1,34,1,6,2,2,2,-1,1,1,-1,5,2,2,2,1,1,1,1,1,2,1,2,2,1,-9,1,-9,5,501,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,200,1,2,236,4,1,1,1705015,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,71010001,2,97,999999997,97,0,96,7,7101,71010001,2,2,1,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,48,2,-5,0,5,1,2,1,2,1,5,2,2300,1,2,4,7,7101,71010001,2,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21.89060139,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
624,2014,2,251404,1,1,1,1,29,1,3,3,2,2,-1,5,1,-1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,8,818,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,250,1,2,236,2,1,1,1705016,2,-2,1,2,2,0,-3,1,3,2,-2,-2,-2,3,27,270170001,2,27,270040001,2,0,96,27,27004,270040001,2,1,2,2,2,1,2,1,2,2,2,2,2,6,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,12,2,7000,1,2,3,27,27004,270040001,2,4,4,2,4,2,2,1,1,2013,1,0,2012,4,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13.94288412,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
728,2014,3,81408,1,1,1,1,34,1,4,2,2,2,-1,1,1,-1,4,2,2,2,1,1,1,5,1,2,1,2,2,1,-9,1,-9,18,1801,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,300,1,2,236,1,1,1,1705099,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,27,270040001,2,7,70650001,2,2,4,27,27004,270040001,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,2,-5,48,1,2,0,5,2,-5,1,2,1,4,2,4000,1,2,7,21,21156,211560001,2,2,2,2,5,2,2,0,-2,-2,3,3,2008,7,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25.29186047,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
766,2014,4,41411,1,1,1,1,26,1,5,2,2,2,-1,6,2,2,4,0,3,3,2,1,8,1,1,2,2,2,2,1,-9,1,-9,6,607,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,300,1,2,236,6,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,7,7089,70890001,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,10,2,99997,97,2,7,7,7097,70970001,2,5,2,2,3,2,1,7,4,2011,1,1,2012,10,2014,1,2,6,-3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,13.70610105,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,1,2,2,2,2,2,2,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
768,2014,2,251405,1,1,1,1,28,1,6,2,1,2,-1,6,2,2,5,1,1,1,1,1,8,1,8,2,1,2,2,1,-9,1,-9,5,503,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,1800,1,3,236,1,1,1,1705016,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,27,270170001,2,27,270040001,2,0,96,27,27004,270040001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,53,1,1,0,5,1,1,-5,-5,3,4,2,1500,1,1,3,27,27004,270040001,2,2,1,1,3,2,2,0,-2,-2,2,1,2010,5,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20.54740818,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
786,2014,2,271405,1,1,1,1,25,1,3,3,2,2,-1,1,1,-1,3,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1807,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,1200,1,3,236,1,1,1,1217001,2,-2,2,2,2,0,-3,1,0,2,-2,-2,-2,3,7,70090001,2,27,270040001,2,2,3,30,30039,300390001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,28,2,-5,0,5,1,2,1,1,1,21,2,5000,1,2,8,30,30193,301930001,2,3,3,2,10,2,1,0,-2,-2,1,0,2009,5,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.631894468,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
788,2014,2,291405,1,1,1,1,27,1,2,2,2,2,-1,6,2,2,8,3,4,4,1,1,8,1,8,2,1,2,2,1,-9,1,-9,15,1501,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,8,6,1200,1,3,236,1,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,8,7,70650001,2,29,290050001,2,2,4,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280220001,2,-5,34,2,-5,4,2,1,2,1,2,3,21,2,9000,1,2,8,30,30193,301930001,2,3,2,2,6,2,1,0,-2,-2,2,2,2006,5,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24.18164364,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
841,2014,2,41406,1,1,1,1,26,1,6,2,2,2,-1,6,2,2,9,5,3,3,2,1,8,1,8,2,1,2,2,1,-9,1,-9,17,1704,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,5,300,1,2,236,1,1,1,1705016,2,-2,2,2,3,0,-3,0,6,2,-2,-2,-2,3,7,71010001,2,30,301740001,2,0,96,30,30039,300390001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,51,1,1,5,4,1,2,1,2,1,20,2,4000,1,2,3,30,30003,300030001,2,2,2,2,13,2,1,0,-2,-2,1,0,2010,5,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23.72736421,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
887,2014,2,111406,1,1,1,1,30,1,6,2,2,2,-1,1,1,-1,3,1,1,1,1,1,1,5,1,2,1,2,2,1,-9,1,-9,1,102,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,5,350,1,2,236,1,1,1,1217001,2,-2,1,2,2,0,-3,2,1,2,-2,-2,-2,3,7,70890001,2,7,70090001,2,0,96,11,11007,110070001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,1,11,11007,110070001,2,2,2,922,236,2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,48,2,-5,5,4,2,-5,1,2,3,18,2,5000,1,1,3,11,11007,110070001,2,2,3,1,6,2,1,0,-2,-2,2,2,2014,5,2014,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27.39654424,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
895,2014,2,111406,1,1,1,1,28,1,3,2,2,2,-1,5,1,-1,4,1,2,2,1,1,1,5,1,2,1,2,2,1,-9,1,-9,3,319,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,8,6,1200,1,3,236,2,1,1,1312047,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,8,7,70190001,2,11,110070001,2,0,96,11,11007,110070001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,48,1,1,0,5,1,2,1,1,2,11,2,3000,1,2,3,30,30193,301930001,2,3,3,2,3,2,2,0,-2,-2,2,1,2013,6,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27.39654424,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
907,2014,2,131406,1,1,1,1,27,1,3,3,2,2,-1,1,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,1,102,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,8,6,1300,1,3,238,3,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,27,270170001,2,27,270040001,2,2,96,27,27004,270040001,2,1,2,2,2,1,2,1,2,2,2,2,2,6,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,2,-5,47,1,2,0,5,1,1,-5,-5,2,14,2,3600,1,2,4,30,30174,301740001,2,1,1,1,3,2,2,0,-2,-2,1,0,2010,6,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22.78386077,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
929,2014,2,171406,1,1,1,1,24,1,3,3,2,2,-1,6,2,2,4,2,1,1,1,1,8,5,8,2,2,2,2,1,-9,1,-9,3,320,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,5,300,1,2,236,1,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,7,70690001,2,0,96,7,7097,70970001,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,2,-5,36,1,1,2,4,1,1,-5,-5,1,8,2,200,3,2,7,7,7069,70690001,2,2,2,1,3,2,1,0,-2,-2,2,1,2010,6,2014,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.784480087,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
999,2014,2,211406,1,1,1,1,30,1,6,2,2,2,-1,1,1,-1,6,3,2,2,1,1,1,1,1,2,1,2,2,1,-9,1,-9,5,506,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,1200,1,3,238,1,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70650001,2,30,300030001,2,0,96,30,30193,301930001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,20,2,-5,0,5,1,2,1,1,1,3,2,8000,1,2,4,30,30193,301930001,2,2,2,1,4,2,1,0,-2,-2,1,0,2005,6,2014,1,2,6,-3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,13.27893726,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1415,2014,4,251411,1,1,1,1,40,1,3,2,2,2,-1,1,1,-1,4,3,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,15,1503,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,9,6,1200,1,3,236,3,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,27,270050001,2,7,70650001,2,0,96,27,27004,270040001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280220001,2,-5,12,1,2,0,5,1,1,-5,-5,1,5,2,3500,1,2,3,27,27004,270040001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15.95129094,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1545,2014,4,291411,1,1,1,1,24,1,6,2,2,2,-1,1,1,-1,2,0,2,1,1,3,1,1,2,2,1,2,2,1,-9,1,-9,8,801,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,600,1,3,236,1,1,1,1217001,2,-2,2,2,2,0,-3,2,1,2,-2,-2,-2,3,7,70090001,2,7,70870001,1,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,48,1,2,0,5,1,2,1,2,2,1,4,99997,97,2,3,7,7011,70110103,1,3,3,2,3,2,1,0,-2,-2,1,1,2005,11,2014,1,2,6,-3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,13.15133029,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1685,2014,3,181409,1,1,1,1,35,1,6,2,2,2,-1,5,1,-1,4,2,1,1,1,1,1,5,1,2,1,2,2,1,-9,1,-9,5,503,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,712,2,2,2,2,2,2,2,2,2,8,6,250,1,2,236,3,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,8,27,270040001,2,27,270020001,2,2,14,28,28025,280250001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280220001,2,-5,12,1,2,5,4,1,2,1,1,1,1,3,3500,1,2,3,30,30193,301930001,2,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,1,2,6,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16.40553112,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
