"","folio","year","trim","unidad","ciudad","punto","turno","sexo","edad","pasmex","p1a","p1n","p2","p3","p3_1","p3_2","p4","p4_1","p5","p6","p6_1","p7","p7_1","p7_2","p7_3_1","p7_3_2","p7_3_3","p7_3_4","p7_4","p7_4_1","p8","p8_1","p9_1","p9_2","p9_3","p10p","p11p","p11_1d","p11_1m","p11_1u","p11_2e","p11_2m","p11_2l","p11_2u","p11_3es","p11_3cn","p11_3cd","p12c","p12t","p13","p13_1","p13_2","p13_2_1","p13_4","p13_5","p13_6_1","p13_6_2","p13_6_3","p13_6_4","p13_6_5","p13_6_6","p13_6_7","p13_6_8","p13_7","p13_8","p13_9c","p13_9u","p13_9t","p13_10","p13_11","p13_12_1","p13_12_2","p14","p14_1","p15","p16","p16_1","p17","p17_1c","p17_1u","p18_1","p18_2","p18_3","p18_4","p18_5","p18_6","p18_7","p18_8","p18_9","p18_10","p18_11","p18_12","p18_13","p18_14","p19_1e","p19_1l","p19_1u","p19_2e","p19_2l","p19_2u","p20e","p20l","p20u","p21c","p21t","p22","p22_1","p22_2e","p22_2m","p22_2l","p22_2u","p22_4","p22_5","p23_1","p23_2","p23_3","p23_4","p23_5","p23_6","p24_0_1","p24_0_2","p24_0_3","p24_0_4","p24_0_5","p24_0_6","p24_0_7","p24_1_1","p24_1_2","p24_1_3","p24_1_4","p24_1_5","p24_1_6","p24_1_7","p24_2_1","p24_2_2","p24_2_3","p24_2_4","p24_2_5","p24_2_6","p24_2_7","p24_2_8","p25","p25_1_1","p25_1_2","p25_1_3","p25_1_4","p25_1_5","p25_1_6","p25_1_7","p25_1_8","p25_2","p26","p26_1c","p26_1t","p26_2","p26_3","p27","p27_1c","p27_1u","p27_1_1","p27_2","p28c","p28u","p28_1","p29_1","p29_2","p29_3","p29_4","p29_5","p29_6","p29_7","p29_8","p29_9","p29_10","p29_11","p29_12","p29_13","p30","p31","p31_1","p31_2","p32","p32_1","p33","p33_1","p33_1_1","p33_1_2","p33_1_3","p33_2","p34","p35es","p35cn","p35cd","p35_1","p35_1_1","p35_2","p35_2_1_1","p35_2_1_2","p35_2_1_3","p35_2_1_4","p35_2_1_5","p35_2_1_6","p35_2_2","p35_3_1","p35_3_2","p35_3_3","p35_3_4","p35_3_5","p35_3_6","p35_3_7","p35_4c","p35_4t","p35_5","p35_6","p35_7","p35_8","p36es","p36cn","p36cd","p37c","p37t","p38","p38_2","p38_2_1","p38_2_2","p38_3c","p38_3u","p38_3t","p38_4","p38_5","p38_5_1_1","p38_5_1_2","p38_5_1_3","p38_5_1_4","p38_5_1_5","p38_5_1_6","p38_5_1_7","p38_5_1_8","p38_5_1_9","p38_5_1_10","p39","p39_1","p39_2_1","p39_2_2","p40","p41","p42","p43","p43_1","p43_2","p44","p44_1","p45","p46m","p46a","p47","p48","p48_1","p49","p50","p50_1","filtro","ponfin3","pais","deported"
"1:1405",11512,2017,4,71712,1,1,1,1,35,1,3,2,-2,2,2,2,2,-3,1,1,-4,5,1,1,1,1,1,1,2,-7,2,2,1,2,2,3,3,13,1302,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,9999997,3,2,-19,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280320001,2,28,280320001,2,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,1,5000,3,6,2,10000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,13,0,-34,-34,-34,0,2,48,48215,4821545384,4,4,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,25,2,1,1,2,4,48,48215,4821545384,25,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,5.613338583,"El Salvador","USA"
"1:1406",11610,2017,4,61710,1,1,1,1,35,1,3,3,-2,2,2,2,1,2,1,1,-4,3,1,1,3,3,5,3,1,1,2,2,1,2,2,3,5,-10,-10,-10,-10,-10,-10,-10,37,37001,3700109060,26,4,1,-14,1,-16,712,2,2,2,2,2,2,2,2,2,10,6,13,3,1,236,2,1,96,1,9999997,3,2,-19,1,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,97,999999997,97,97,999999997,97,97,999999997,97,997,97,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,999999997,997,97,97,97,97,99997,97,97,97,99997,97,97,2,2,2,2,2,2,2,2,2,2,2,2,2,0,97,1,2,2,-32,2,2,3,-35,97,2,2,37,37001,3700109060,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,4,37,37001,3700109060,3,3,-38,-38,-38,-38,-38,-38,-38,-38,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,7,1990,0,0,-51,1,-52,-52,1,7.01245901,"El Salvador","USA"
"1:1407",11612,2017,4,71712,1,1,1,1,38,1,2,3,-2,2,2,2,1,2,6,2,2,4,1,1,5,0,3,1,3,-7,1,2,1,1,1,3,5,-10,-10,-10,-10,-10,-10,-10,48,48029,9999999998,1,3,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1217001,3,2,-19,2,-20,-20,1,1,2,2,2,2,2,2,1,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,22,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,7,2,1,3,1,4000,3,4,3,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,-32,0,-33,-33,-33,-33,-33,-33,48,48029,9999999998,1,2,4,1,1,1,2,1,1,3,2,2,2,2,2,2,2,9,4,2,1,1,2,48,48029,9999999998,1,4,1,710,3,7,150,3,2,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,1988,1,2017,0,0,-51,2,1,2,1,5.613338583,"El Salvador","USA"
"1:1408",11710,2017,4,61710,1,1,1,1,37,1,6,1,1,2,2,2,2,-3,6,2,2,4,2,2,3,0,5,3,1,1,2,2,1,2,2,3,3,14,1404,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,4,1,1,1217001,3,2,-19,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,30,300030001,2,28,280320001,2,17,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,2,1,3,1,4000,3,6,2,8000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,10,6,3,-35,5,0,97,48,48215,4821545384,3,4,4,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,1,1,2,4,48,48215,4821545384,2,4,2,-39,-39,-39,-39,-39,-39,-39,1,2,2,2,2,2,1,1,-42,97,-43,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,2,1995,7,2017,0,0,-51,2,1,2,1,7.01245901,"El Salvador","USA"
"1:1409",11712,2017,4,71712,1,1,1,2,21,1,3,3,-2,2,2,2,2,-3,6,2,2,3,0,2,1,0,7,0,-6,-6,2,2,1,2,2,3,3,6,606,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,9999997,3,2,-19,1,99999,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,90100001,2,28,280320001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,97,99999,99,99,97,50,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,19,2,2,1,2,4,48,48215,4821545384,19,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,3.407432656,"El Salvador","USA"
"1:1410",11812,2017,4,71712,1,1,1,1,28,1,3,2,-2,2,2,2,2,-3,6,2,2,6,6,2,1,0,5,1,3,-7,2,2,1,2,2,3,3,13,1316,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1312047,3,2,-19,1,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,30,300030001,2,28,280320001,2,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,1,3000,3,6,1,6000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,3,4,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,17,2,1,2,2,4,48,48215,4821545384,17,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,5.613338583,"El Salvador","USA"
"1:1411",11912,2017,4,71712,1,1,1,2,19,1,1,3,-2,2,2,2,2,-3,1,2,1,2,1,2,1,1,5,0,-6,-6,2,2,2,2,1,3,3,11,1108,2,-12,-12,-12,-12,-12,-12,-12,555,5,2,6,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,3,96,1,1312047,3,2,-19,1,9000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,97,999999997,97,97,999999997,97,97,999999997,97,3,3,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280331097,3,2,1,3,1,9000,3,6,1,9000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48141,4814124000,5,1,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,19,2,2,2,2,4,48,48141,4814124000,19,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2017,0,0,-51,1,-52,-52,1,3.407432656,"El Salvador","USA"
"1:1412",12711,2017,4,91711,1,1,1,2,29,1,3,2,-2,2,2,2,2,-3,6,2,2,9,2,2,1,0,1,1,2,-7,2,2,1,2,2,3,3,11,1104,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,9999997,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,21,210010001,2,28,280320001,2,1,4,1,-21,21,21114,211140001,2,751,311,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,2,2,2,2,2,1,280320001,1,4,1,3,1,2000,3,4,3,2000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,3,0,-34,-34,-34,0,0,48,48215,4821545384,2,1,4,1,1,1,2,1,1,2,1,1,2,2,2,2,2,6,4,2,1,2,4,48,48215,4821545384,6,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,6,2017,0,0,-51,1,-52,-52,1,5.127428009,"El Salvador","USA"
"1:1413",12811,2017,4,91711,1,1,1,1,20,1,2,3,-2,2,2,2,2,-3,6,2,2,4,2,2,1,0,5,0,-6,-6,2,2,2,2,2,3,3,3,315,1,-12,-12,-12,-12,-12,-12,-12,555,5,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,1,96,1,1305024,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,19,190390001,2,99,999999999,99,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,1,1,1,1,2,2,2,2,2,1,999999997,999,99,1,3,1,99997,97,97,3,99999,99,99,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,1,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,26,2,1,2,2,4,48,48215,4821545384,22,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,8.446825626,"El Salvador","USA"
"1:1414",12911,2017,4,91711,1,1,1,1,23,1,2,3,-2,2,2,2,2,-3,6,2,2,5,2,2,1,0,5,1,3,-7,2,2,1,2,2,3,3,12,1205,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,4,2,1,1705004,3,2,-19,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,90100001,2,27,270040001,2,28,280320001,2,18,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,8,2,1,3,1,4000,3,6,1,4000,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,6,0,-34,-34,-34,0,0,48,48215,4821545384,5,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,4,2,1,2,4,48,48215,4821545384,1,4,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,9,2017,0,0,-51,1,-52,-52,1,8.446825626,"El Salvador","USA"
"1:1415",13011,2017,4,91711,1,1,1,1,23,1,6,1,1,2,2,2,2,-3,2,2,2,10,3,2,1,0,1,0,-6,-6,2,2,1,2,2,3,3,9,909,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1312047,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280320001,2,28,280320001,2,22,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,4,2,-29,-29,-29,-29,1000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-31,2,-32,3,0,-34,-34,-34,0,0,48,48215,4821545384,5,4,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,22,2,2,2,2,4,48,48215,4821545384,22,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,2,1,-50,98,9998,98,0,-51,2,1,2,1,8.446825626,"El Salvador","USA"
"1:1416",13111,2017,4,91711,1,1,1,1,35,1,3,3,-2,2,2,2,2,-3,1,2,1,4,2,2,1,1,1,1,3,-7,2,2,1,2,2,3,3,6,618,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1217001,3,2,-19,1,7500,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,9,90100001,2,28,280320001,2,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,4,2,1,3,1,7500,3,6,2,7500,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,5,4,4,1,1,1,2,1,1,3,1,1,2,2,2,2,2,15,2,1,1,2,4,48,48215,4821545384,15,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,8.446825626,"El Salvador","USA"
"1:1417",13211,2017,4,91711,1,1,1,1,23,1,6,1,1,2,2,2,2,-3,6,2,2,6,2,2,1,0,5,0,-6,-6,2,2,1,2,2,3,3,9,903,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1305024,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,210010001,2,28,280270001,2,28,280270001,2,30,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280270001,27,2,1,2,2,-29,-29,-29,-29,99999,99,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48479,4847941464,4,4,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,28,2,1,2,2,4,48,48479,4847941464,28,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,3,1,-50,98,9998,98,0,-51,3,1,2,1,8.446825626,"El Salvador","USA"
"1:1418",13311,2017,4,91711,1,1,1,1,22,1,4,1,1,2,2,2,2,-3,6,2,2,4,1,1,1,0,1,0,-6,-6,2,2,1,2,2,3,3,8,815,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1312047,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,19,190390001,2,28,280320001,2,5,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,2,2,-29,-29,-29,-29,100,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,-32,3,0,-34,-34,-34,0,97,48,48215,4821545384,5,4,3,1,1,1,2,1,1,2,1,2,2,2,2,2,2,23,2,1,1,2,4,48,48215,4821545384,23,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,2,1,-50,98,9998,98,0,-51,2,1,2,1,8.446825626,"El Salvador","USA"
"1:1419",13411,2017,4,91711,1,1,1,1,24,1,1,2,-2,2,2,2,2,-3,6,2,2,5,4,2,1,0,5,0,-6,-6,2,2,1,2,2,3,3,4,412,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,2,96,1,1312047,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280320001,2,28,280320001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,2,2,-29,-29,-29,-29,2000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,4,4,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,27,2,1,1,2,4,48,48215,4821545384,27,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,8.446825626,"El Salvador","USA"
"1:1420",13511,2017,4,91711,1,1,1,1,31,1,1,2,-2,2,2,2,2,-3,1,1,-4,4,1,1,1,1,1,1,3,-7,2,2,2,2,1,3,3,11,1114,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,531,1,1,1,1,2,1,2,2,2,8,6,300,3,5,931,2,4,96,1,1705099,3,2,-19,1,7500,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,27,270040001,2,28,280320001,2,1,4,1,-21,24,24028,240280001,2,712,236,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,4,2,1,3,1,7500,3,6,2,7500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,12,0,-34,-34,-34,0,0,48,48215,4821545384,4,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,22,2,2,1,2,4,48,48215,4821545384,22,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,8.446825626,"El Salvador","USA"
"1:1421",13611,2017,4,91711,1,1,1,2,27,1,2,3,-2,2,2,2,1,1,6,2,2,4,3,2,3,0,3,0,-6,-6,3,2,2,2,1,3,5,-10,-10,-10,-10,-10,-10,-10,48,48029,4802965000,21,4,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,3,96,1,9999997,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,28,280320001,2,28,280320001,2,25,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,1,5000,3,6,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,-31,2,-32,1,1,3,-35,1,1,1,48,48029,4802965000,3,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,5,2,2,2,4,48,48029,4802965000,21,5,1,510,16,6,14,3,2,722,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,97,1999,0,0,-51,1,-52,-52,1,5.127428009,"El Salvador","USA"
"1:1422",13711,2017,4,91711,1,1,1,1,21,1,6,1,1,2,2,2,2,-3,1,1,-4,3,1,1,0,1,3,1,3,-7,2,2,1,2,2,3,3,13,1309,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,922,2,2,2,2,2,2,2,2,2,9,6,9,3,2,236,2,2,96,1,1215013,3,2,-19,1,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70090001,2,28,280320001,2,28,280320001,2,5,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,5,2,1,3,1,3000,3,6,2,3000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-31,2,-32,2,0,-34,-34,-34,1,0,48,48215,4821545384,5,4,3,1,1,1,2,1,1,2,1,1,2,2,2,2,2,25,2,1,1,2,4,48,48215,4821545384,25,2,2,-39,-39,-39,-39,-39,-39,-39,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2017,0,0,-51,1,-52,-52,1,8.446825626,"El Salvador","USA"
